"ID","nadconVersion","srcDatum","destDatum","srcLat","srcLatDms","destLat","destLatDms","siglat","srcLon","srcLonDms","destLon","destLonDms","siglon","srcEht","destEht","sigeht","spcZone","spcNorthing_m","spcEasting_m","spcNorthing_usft","spcEasting_usft","spcNorthing_ift","spcEasting_ift","spcConvergence","spcScaleFactor","spcCombinedFactor","utmZone","utmNorthing","utmEasting","utmConvergence","utmScaleFactor","utmCombinedFactor","x","y","z","usng"
"48026","5.0","NAD83(2011)","NAD83(2011)","47.9073175140","N475426.34305","47.9073175140","N475426.34305","0.000000","-122.2318693446","W1221354.72964","-122.2318693446","W1221354.72964","0.000000","N/A","N/A","N/A","WA N-4601","101,827.165","395,458.048","334,077.958","1,297,431.946","334,078.626","1,297,434.541","-01 02 28.46","0.99994898","N/A","UTM Zone 10","5,306,284.568","557,401.476","00 34 12.06","0.99964049","N/A","N/A","N/A","N/A","10TEU5740106284"
"48027","5.0","NAD83(2011)","NAD83(2011)","47.8881187817","N475317.22761","47.8881187817","N475317.22761","0.000000","-122.2259168615","W1221333.30070","-122.2259168615","W1221333.30070","0.000000","N/A","N/A","N/A","WA N-4601","99,684.878","395,864.329","327,049.471","1,298,764.886","327,050.126","1,298,767.484","-01 02 12.50","0.99995026","N/A","UTM Zone 10","5,304,155.209","557,867.686","00 34 27.33","0.99964115","N/A","N/A","N/A","N/A","10TEU5786704155"
"48028","5.0","NAD83(2011)","NAD83(2011)","47.9187226348","N475507.40149","47.9187226348","N475507.40149","0.000000","-122.2068659636","W1221224.71747","-122.2068659636","W1221224.71747","0.000000","N/A","N/A","N/A","WA N-4601","103,061.356","397,349.506","338,127.131","1,303,637.506","338,127.807","1,303,640.113","-01 01 21.44","0.99994827","N/A","UTM Zone 10","5,307,571.061","559,256.914","00 35 19.24","0.99964315","N/A","N/A","N/A","N/A","10TEU5925607571"
"48029","5.0","NAD83(2011)","NAD83(2011)","47.8804399690","N475249.58389","47.8804399690","N475249.58389","0.000000","-122.2068593963","W1221224.69383","-122.2068593963","W1221224.69383","0.000000","N/A","N/A","N/A","WA N-4601","98,805.652","397,274.033","324,164.878","1,303,389.891","324,165.527","1,303,392.498","-01 01 21.43","0.99995080","N/A","UTM Zone 10","5,303,316.222","559,301.109","00 35 17.98","0.99964321","N/A","N/A","N/A","N/A","10TEU5930103316"
"48030","5.0","NAD83(2011)","NAD83(2011)","47.9597205924","N475734.99413","47.9597205924","N475734.99413","0.000000","-122.1998553217","W1221159.47916","-122.1998553217","W1221159.47916","0.000000","N/A","N/A","N/A","WA N-4601","107,609.596","397,954.327","353,049.150","1,305,621.820","353,049.856","1,305,624.431","-01 01 02.65","0.99994605","N/A","UTM Zone 10","5,312,133.125","559,733.444","00 35 39.35","0.99964384","N/A","N/A","N/A","N/A","10TEU5973312133"
"48031","5.0","NAD83(2011)","NAD83(2011)","47.9784195050","N475842.31022","47.9784195050","N475842.31022","0.000000","-122.1618468658","W1220942.64872","-122.1618468658","W1220942.64872","0.000000","N/A","N/A","N/A","WA N-4601","109,638.601","400,828.228","359,705.977","1,315,050.613","359,706.697","1,315,053.243","-00 59 20.78","0.99994521","N/A","UTM Zone 10","5,314,241.528","562,548.297","00 37 21.64","0.99964807","N/A","N/A","N/A","N/A","10TEU6254814241"
"48032","5.0","NAD83(2011)","NAD83(2011)","47.8338345108","N475001.80424","47.8338345108","N475001.80424","0.000000","-122.1261891592","W1220734.28097","-122.1261891592","W1220734.28097","0.000000","N/A","N/A","N/A","WA N-4601","93,520.162","403,219.725","306,824.064","1,322,896.714","306,824.678","1,322,899.359","-00 57 45.21","0.99995448","N/A","UTM Zone 10","5,298,201.492","565,391.152","00 38 51.69","0.99965254","N/A","N/A","N/A","N/A","10TET6539198201"
"48033","5.0","NAD83(2011)","NAD83(2011)","47.8709985323","N475215.59472","47.8709985323","N475215.59472","0.000000","-122.0041529294","W1220014.95055","-122.0041529294","W1220014.95055","0.000000","N/A","N/A","N/A","WA N-4601","97,505.433","412,417.202","319,899.074","1,353,072.104","319,899.713","1,353,074.810","-00 52 18.12","0.99995150","N/A","UTM Zone 10","5,302,442.402","574,470.349","00 44 18.92","0.99966815","N/A","N/A","N/A","N/A","10TEU7447002442"
"48034","5.0","NAD83(2011)","NAD83(2011)","47.8608477399","N475139.05186","47.8608477399","N475139.05186","0.000000","-121.9772395682","W1215838.06245","-121.9772395682","W1215838.06245","0.000000","N/A","N/A","N/A","WA N-4601","96,346.691","414,413.523","316,097.434","1,359,621.699","316,098.066","1,359,624.418","-00 51 05.98","0.99995227","N/A","UTM Zone 10","5,301,340.524","576,497.870","00 45 30.35","0.99967191","N/A","N/A","N/A","N/A","10TEU7649701340"
"48035","5.0","NAD83(2011)","NAD83(2011)","47.8578954869","N475128.42375","47.8578954869","N475128.42375","0.000000","-121.9641692098","W1215751.00916","-121.9641692098","W1215751.00916","0.000000","N/A","N/A","N/A","WA N-4601","96,004.035","415,386.546","314,973.238","1,362,814.027","314,973.868","1,362,816.753","-00 50 30.95","0.99995250","N/A","UTM Zone 10","5,301,025.431","577,479.862","00 46 05.12","0.99967377","N/A","N/A","N/A","N/A","10TEU7747901025"
"48036","5.0","NAD83(2011)","NAD83(2011)","47.8630934103","N475147.13628","47.8630934103","N475147.13628","0.000000","-121.9841753703","W1215903.03133","-121.9841753703","W1215903.03133","0.000000","N/A","N/A","N/A","WA N-4601","96,604.079","413,898.362","316,941.881","1,357,931.542","316,942.515","1,357,934.258","-00 51 24.57","0.99995210","N/A","UTM Zone 10","5,301,583.267","575,975.827","00 45 11.93","0.99967093","N/A","N/A","N/A","N/A","10TEU7597501583"
"48037","5.0","NAD83(2011)","NAD83(2011)","47.7887084759","N474719.35051","47.7887084759","N474719.35051","0.000000","-122.3166174276","W1221859.82274","-122.3166174276","W1221859.82274","0.000000","N/A","N/A","N/A","WA N-4601","88,761.016","388,869.649","291,210.100","1,275,816.505","291,210.682","1,275,819.057","-01 06 15.61","0.99995867","N/A","UTM Zone 10","5,293,042.577","551,184.957","00 30 22.22","0.99963219","N/A","N/A","N/A","N/A","10TET5118493042"
"48038","5.0","NAD83(2011)","NAD83(2011)","47.8826940785","N475257.69868","47.8826940785","N475257.69868","0.000000","-122.2799847995","W1221647.94528","-122.2799847995","W1221647.94528","0.000000","N/A","N/A","N/A","WA N-4601","99,156.436","391,810.326","325,315.740","1,285,464.377","325,316.390","1,285,466.948","-01 04 37.42","0.99995064","N/A","UTM Zone 10","5,303,513.196","553,831.403","00 32 02.76","0.99963561","N/A","N/A","N/A","N/A","10TEU5383103513"
"48039","5.0","NAD83(2011)","NAD83(2011)","48.0491052844","N480256.77902","48.0491052844","N480256.77902","0.000000","-122.1837563864","W1221101.52299","-122.1837563864","W1221101.52299","0.000000","N/A","N/A","N/A","WA N-4601","117,525.011","399,330.782","385,579.974","1,310,137.742","385,580.745","1,310,140.362","-01 00 19.50","0.99994297","N/A","UTM Zone 10","5,322,080.357","560,830.083","00 36 25.47","0.99964547","N/A","N/A","N/A","N/A","10UEU6083022080"
"48040","5.0","NAD83(2011)","NAD83(2011)","48.0334755458","N480200.51196","48.0334755458","N480200.51196","0.000000","-122.1777728166","W1221039.98214","-122.1777728166","W1221039.98214","0.000000","N/A","N/A","N/A","WA N-4601","115,779.677","399,746.433","379,853.824","1,311,501.422","379,854.583","1,311,504.045","-01 00 03.47","0.99994334","N/A","UTM Zone 10","5,320,347.925","561,294.541","00 36 40.95","0.99964616","N/A","N/A","N/A","N/A","10UEU6129420347"
"48041","5.0","NAD83(2011)","NAD83(2011)","48.0394938021","N480222.17769","48.0394938021","N480222.17769","0.000000","-122.1789732553","W1221044.30372","-122.1789732553","W1221044.30372","0.000000","N/A","N/A","N/A","WA N-4601","116,450.277","399,668.626","382,053.952","1,311,246.151","382,054.716","1,311,248.774","-01 00 06.68","0.99994319","N/A","UTM Zone 10","5,321,015.872","561,197.925","00 36 37.94","0.99964602","N/A","N/A","N/A","N/A","10UEU6119721015"
"48042","5.0","NAD83(2011)","NAD83(2011)","48.0518129262","N480306.52653","48.0518129262","N480306.52653","0.000000","-122.1769956622","W1221037.18438","-122.1769956622","W1221037.18438","0.000000","N/A","N/A","N/A","WA N-4601","117,817.193","399,839.975","386,538.573","1,311,808.318","386,539.346","1,311,810.942","-01 00 01.38","0.99994292","N/A","UTM Zone 10","5,322,386.660","561,330.703","00 36 43.66","0.99964622","N/A","N/A","N/A","N/A","10UEU6133022386"
"48043","5.0","NAD83(2011)","NAD83(2011)","47.8127903575","N474846.04529","47.8127903575","N474846.04529","0.000000","-122.2075350788","W1221227.12628","-122.2075350788","W1221227.12628","0.000000","N/A","N/A","N/A","WA N-4601","91,286.324","397,089.203","299,495.213","1,302,783.492","299,495.812","1,302,786.098","-01 01 23.24","0.99995636","N/A","UTM Zone 10","5,295,797.002","559,327.690","00 35 13.91","0.99964325","N/A","N/A","N/A","N/A","10TET5932795797"
"48044","5.0","NAD83(2011)","NAD83(2011)","47.8346357319","N475004.68863","47.8346357319","N475004.68863","0.000000","-122.2107305195","W1221238.62987","-122.2107305195","W1221238.62987","0.000000","N/A","N/A","N/A","WA N-4601","93,719.024","396,893.398","307,476.496","1,302,141.091","307,477.111","1,302,143.695","-01 01 31.80","0.99995442","N/A","UTM Zone 10","5,298,222.481","559,063.678","00 35 06.11","0.99964287","N/A","N/A","N/A","N/A","10TET5906398222"
"48045","5.0","NAD83(2011)","NAD83(2011)","47.8518919283","N475106.81094","47.8518919283","N475106.81094","0.000000","-122.2559664599","W1221521.47926","-122.2559664599","W1221521.47926","0.000000","N/A","N/A","N/A","WA N-4601","95,698.879","393,543.056","313,972.071","1,291,149.177","313,972.699","1,291,151.760","-01 03 33.05","0.99995298","N/A","UTM Zone 10","5,300,106.792","555,660.076","00 33 05.94","0.99963807","N/A","N/A","N/A","N/A","10TEU5566000106"
"48046","5.0","NAD83(2011)","NAD83(2011)","47.8782560870","N475241.72191","47.8782560870","N475241.72191","0.000000","-122.2070074407","W1221225.22679","-122.2070074407","W1221225.22679","0.000000","N/A","N/A","N/A","WA N-4601","98,563.079","397,258.628","323,369.036","1,303,339.350","323,369.683","1,303,341.956","-01 01 21.82","0.99995096","N/A","UTM Zone 10","5,303,073.386","559,292.532","00 35 17.51","0.99964320","N/A","N/A","N/A","N/A","10TEU5929203073"
"48047","5.0","NAD83(2011)","NAD83(2011)","47.8778662742","N475240.31859","47.8778662742","N475240.31859","0.000000","-122.1749875841","W1221029.95530","-122.1749875841","W1221029.95530","0.000000","N/A","N/A","N/A","WA N-4601","98,477.495","399,652.492","323,088.250","1,311,193.218","323,088.896","1,311,195.840","-00 59 56.00","0.99995099","N/A","UTM Zone 10","5,303,055.137","561,687.123","00 36 43.00","0.99964676","N/A","N/A","N/A","N/A","10TEU6168703055"
"48048","5.0","NAD83(2011)","NAD83(2011)","47.8441360694","N475038.88985","47.8441360694","N475038.88985","0.000000","-122.2587016950","W1221531.32610","-122.2587016950","W1221531.32610","0.000000","N/A","N/A","N/A","WA N-4601","94,840.501","393,322.429","311,155.876","1,290,425.336","311,156.498","1,290,427.917","-01 03 40.38","0.99995361","N/A","UTM Zone 10","5,299,242.824","555,463.727","00 32 58.40","0.99963780","N/A","N/A","N/A","N/A","10TET5546399242"
"48049","5.0","NAD83(2011)","NAD83(2011)","47.8209093198","N474915.27355","47.8209093198","N474915.27355","0.000000","-122.2923535812","W1221732.47289","-122.2923535812","W1221732.47289","0.000000","N/A","N/A","N/A","WA N-4601","92,305.767","390,755.193","302,839.837","1,282,002.661","302,840.442","1,282,005.225","-01 05 10.57","0.99995562","N/A","UTM Zone 10","5,296,637.759","552,969.548","00 31 27.89","0.99963448","N/A","N/A","N/A","N/A","10TET5296996637"
"48050","5.0","NAD83(2011)","NAD83(2011)","47.8508319914","N475102.99517","47.8508319914","N475102.99517","0.000000","-122.2587388657","W1221531.45992","-122.2587388657","W1221531.45992","0.000000","N/A","N/A","N/A","WA N-4601","95,584.892","393,333.436","313,598.098","1,290,461.447","313,598.726","1,290,464.028","-01 03 40.48","0.99995307","N/A","UTM Zone 10","5,299,986.995","555,453.808","00 32 58.51","0.99963779","N/A","N/A","N/A","N/A","10TET5545399986"
"48051","5.0","NAD83(2011)","NAD83(2011)","47.8115669590","N474841.64105","47.8115669590","N474841.64105","0.000000","-122.2963595337","W1221746.89432","-122.2963595337","W1221746.89432","0.000000","N/A","N/A","N/A","WA N-4601","91,272.948","390,435.535","299,451.330","1,280,953.919","299,451.929","1,280,956.481","-01 05 21.31","0.99995648","N/A","UTM Zone 10","5,295,596.699","552,679.141","00 31 16.92","0.99963410","N/A","N/A","N/A","N/A","10TET5267995596"
"48052","5.0","NAD83(2011)","NAD83(2011)","47.8161762802","N474858.23461","47.8161762802","N474858.23461","0.000000","-122.2876518514","W1221715.54667","-122.2876518514","W1221715.54667","0.000000","N/A","N/A","N/A","WA N-4601","91,772.969","391,097.251","301,091.815","1,283,124.897","301,092.418","1,283,127.463","-01 04 57.97","0.99995605","N/A","UTM Zone 10","5,296,114.954","553,326.332","00 31 40.29","0.99963494","N/A","N/A","N/A","N/A","10TET5332696114"
"48053","5.0","NAD83(2011)","NAD83(2011)","47.8383001074","N475017.88039","47.8383001074","N475017.88039","0.000000","-122.2729896483","W1221622.76273","-122.2729896483","W1221622.76273","0.000000","N/A","N/A","N/A","WA N-4601","94,211.665","392,241.075","309,092.771","1,286,877.593","309,093.389","1,286,880.167","-01 04 18.67","0.99995410","N/A","UTM Zone 10","5,298,584.049","554,400.813","00 32 20.08","0.99963637","N/A","N/A","N/A","N/A","10TET5440098584"
"48054","5.0","NAD83(2011)","NAD83(2011)","47.8207603232","N474914.73716","47.8207603232","N474914.73716","0.000000","-122.2790761281","W1221644.67406","-122.2790761281","W1221644.67406","0.000000","N/A","N/A","N/A","WA N-4601","92,270.442","391,748.919","302,723.940","1,285,262.912","302,724.546","1,285,265.483","-01 04 34.99","0.99995564","N/A","UTM Zone 10","5,296,630.382","553,963.556","00 32 03.31","0.99963578","N/A","N/A","N/A","N/A","10TET5396396630"
"48055","5.0","NAD83(2011)","NAD83(2011)","47.8486962133","N475055.30637","47.8486962133","N475055.30637","0.000000","-122.2575322206","W1221527.11599","-122.2575322206","W1221527.11599","0.000000","N/A","N/A","N/A","WA N-4601","95,345.800","393,419.327","312,813.679","1,290,743.243","312,814.304","1,290,745.825","-01 03 37.24","0.99995324","N/A","UTM Zone 10","5,299,750.487","555,546.357","00 33 01.66","0.99963791","N/A","N/A","N/A","N/A","10TET5554699750"
"48056","5.0","NAD83(2011)","NAD83(2011)","47.8181101055","N474905.19638","47.8181101055","N474905.19638","0.000000","-122.2855633593","W1221708.02809","-122.2855633593","W1221708.02809","0.000000","N/A","N/A","N/A","WA N-4601","91,984.984","391,257.680","301,787.400","1,283,651.240","301,788.004","1,283,653.807","-01 04 52.37","0.99995588","N/A","UTM Zone 10","5,296,331.325","553,480.689","00 31 45.92","0.99963515","N/A","N/A","N/A","N/A","10TET5348096331"
"48057","5.0","NAD83(2011)","NAD83(2011)","47.8870619103","N475313.42288","47.8870619103","N475313.42288","0.000000","-122.2606020554","W1221538.16740","-122.2606020554","W1221538.16740","0.000000","N/A","N/A","N/A","WA N-4601","99,614.912","393,268.728","326,819.925","1,290,249.151","326,820.578","1,290,251.731","-01 03 45.47","0.99995033","N/A","UTM Zone 10","5,304,012.339","555,275.884","00 32 54.66","0.99963754","N/A","N/A","N/A","N/A","10TEU5527504012"
