"ID","nadconVersion","srcDatum","destDatum","srcLat","srcLatDms","destLat","destLatDms","siglat","srcLon","srcLonDms","destLon","destLonDms","siglon","srcEht","destEht","sigeht","spcZone","spcNorthing_m","spcEasting_m","spcNorthing_usft","spcEasting_usft","spcNorthing_ift","spcEasting_ift","spcConvergence","spcScaleFactor","spcCombinedFactor","utmZone","utmNorthing","utmEasting","utmConvergence","utmScaleFactor","utmCombinedFactor","x","y","z","usng"
"48116","5.0","NAD83(2011)","NAD83(2011)","46.2022697867","N461208.17123","46.2022697867","N461208.17123","0.000000","-119.0032601450","W1190011.73652","-119.0032601450","W1190011.73652","0.000000","N/A","N/A","N/A","WA S-4602","97,677.821","615,504.969","320,464.650","2,019,369.220","320,465.291","2,019,373.259","01 05 14.01","0.99993679","N/A","UTM Zone 11","5,118,471.966","345,450.407","-01 26 46.37","0.99989363","N/A","N/A","N/A","N/A","11TLM4545018471"
"48117","5.0","NAD83(2011)","NAD83(2011)","48.7850310762","N484706.11187","48.7850310762","N484706.11187","0.000000","-122.4860487585","W1222909.77553","-122.4860487585","W1222909.77553","0.000000","N/A","N/A","N/A","WA N-4601","199,776.576","378,556.369","655,433.650","1,241,980.355","655,434.961","1,241,982.839","-01 13 49.73","1.00001013","N/A","UTM Zone 10","5,403,686.529","537,753.138","00 23 11.83","0.99961751","N/A","N/A","N/A","N/A","10UEV3775303686"
"48118","5.0","NAD83(2011)","NAD83(2011)","46.7894167616","N464721.90034","46.7894167616","N464721.90034","0.000000","-117.3090630306","W1171832.62691","-117.3090630306","W1171832.62691","0.000000","N/A","N/A","N/A","WA S-4602","166,771.696","743,556.073","547,150.140","2,439,483.550","547,151.234","2,439,488.429","02 19 04.38","0.99992094","N/A","UTM Zone 11","5,181,809.561","476,411.153","-00 13 30.93","0.99960684","N/A","N/A","N/A","N/A","11TMM7641181809"
"48119","5.0","NAD83(2011)","NAD83(2011)","46.6389008326","N463820.04300","46.6389008326","N463820.04300","0.000000","-120.5941581632","W1203538.96939","-120.5941581632","W1203538.96939","0.000000","N/A","N/A","N/A","WA S-4602","145,118.073","492,791.217","476,108.210","1,616,765.850","476,109.162","1,616,769.084","-00 04 06.23","0.99991504","N/A","UTM Zone 10","5,167,849.157","684,131.113","01 44 58.69","1.00001675","N/A","N/A","N/A","N/A","10TFS8413167849"
"48120","5.0","NAD83(2011)","NAD83(2011)","47.7775508416","N474639.18303","47.7775508416","N474639.18303","0.000000","-120.1471235879","W1200849.64492","-120.1471235879","W1200849.64492","0.000000","N/A","N/A","N/A","WA N-4601","86,678.759","551,425.650","284,378.562","1,809,135.653","284,379.130","1,809,139.271","00 30 39.23","0.99995981","N/A","UTM Zone 10","5,295,518.159","713,716.537","02 06 48.49","1.00016130","N/A","N/A","N/A","N/A","10TGT1371695518"
"48121","5.0","NAD83(2011)","NAD83(2011)","48.0317890071","N480154.44043","48.0317890071","N480154.44043","0.000000","-122.7582303924","W1224529.62941","-122.7582303924","W1224529.62941","0.000000","N/A","N/A","N/A","WA N-4601","116,511.611","356,465.242","382,255.177","1,169,503.049","382,255.942","1,169,505.388","-01 25 59.25","0.99994338","N/A","UTM Zone 10","5,319,861.724","518,023.838","00 10 47.14","0.99960399","N/A","N/A","N/A","N/A","10UEU1802319861"
"48122","5.0","NAD83(2011)","NAD83(2011)","47.3994118089","N472357.88251","47.3994118089","N472357.88251","0.000000","-122.2280187437","W1221340.86748","-122.2280187437","W1221340.86748","0.000000","N/A","N/A","N/A","WA N-4601","45,361.676","394,722.511","148,824.099","1,295,018.772","148,824.396","1,295,021.362","-01 02 18.14","1.00002028","N/A","UTM Zone 10","5,249,839.722","558,251.371","00 34 05.75","0.99964170","N/A","N/A","N/A","N/A","10TET5825149839"
"48123","5.0","NAD83(2011)","NAD83(2011)","47.3031518992","N471811.34684","47.3031518992","N471811.34684","0.000000","-122.2324808765","W1221356.93116","-122.2324808765","W1221356.93116","0.000000","N/A","N/A","N/A","WA N-4601","34,667.271","394,191.158","113,737.537","1,293,275.490","113,737.765","1,293,278.076","-01 02 30.10","1.00004253","N/A","UTM Zone 10","5,239,138.795","558,020.081","00 33 50.78","0.99964137","N/A","N/A","N/A","N/A","10TET5802039138"
"48124","5.0","NAD83(2011)","NAD83(2011)","47.6316081020","N473753.78917","47.6316081020","N473753.78917","0.000000","-122.1776185763","W1221039.42687","-122.1776185763","W1221039.42687","0.000000","N/A","N/A","N/A","WA N-4601","71,105.769","398,977.490","233,286.179","1,308,978.648","233,286.645","1,308,981.266","-01 00 03.05","0.99997805","N/A","UTM Zone 10","5,275,683.908","561,781.228","00 36 27.42","0.99964690","N/A","N/A","N/A","N/A","10TET6178175683"
"48125","5.0","NAD83(2011)","NAD83(2011)","47.5798858521","N473447.58907","47.5798858521","N473447.58907","0.000000","-122.1557942776","W1220920.85940","-122.1557942776","W1220920.85940","0.000000","N/A","N/A","N/A","WA N-4601","65,327.689","400,518.600","214,329.259","1,314,034.772","214,329.688","1,314,037.401","-00 59 04.56","0.99998606","N/A","UTM Zone 10","5,269,953.266","563,483.317","00 37 23.62","0.99964952","N/A","N/A","N/A","N/A","10TET6348369953"
"48126","5.0","NAD83(2011)","NAD83(2011)","47.6319387071","N473754.97935","47.6319387071","N473754.97935","0.000000","-122.1882406264","W1221117.66626","-122.1882406264","W1221117.66626","0.000000","N/A","N/A","N/A","WA N-4601","71,156.520","398,179.976","233,452.681","1,306,362.138","233,453.148","1,306,364.751","-01 00 31.52","0.99997800","N/A","UTM Zone 10","5,275,712.242","560,982.869","00 35 59.18","0.99964570","N/A","N/A","N/A","N/A","10TET6098275712"
"48127","5.0","NAD83(2011)","NAD83(2011)","47.6636499059","N473949.13966","47.6636499059","N473949.13966","0.000000","-122.6836071778","W1224100.98584","-122.6836071778","W1224100.98584","0.000000","N/A","N/A","N/A","WA N-4601","75,456.382","361,044.613","247,559.813","1,184,527.201","247,560.308","1,184,529.570","-01 22 39.24","0.99997350","N/A","UTM Zone 10","5,278,965.891","523,754.473","00 14 01.97","0.99960693","N/A","N/A","N/A","N/A","10TET2375478965"
"48128","5.0","NAD83(2011)","NAD83(2011)","46.5583340965","N463330.00275","46.5583340965","N463330.00275","0.000000","-122.2749071008","W1221629.66556","-122.2749071008","W1221629.66556","0.000000","N/A","N/A","N/A","WA S-4602","137,689.585","363,922.403","451,736.580","1,193,968.750","451,737.483","1,193,971.138","-01 17 21.43","0.99991471","N/A","UTM Zone 10","5,156,340.633","555,578.137","00 31 35.35","0.99963797","N/A","N/A","N/A","N/A","10TES5557856340"
"48129","5.0","NAD83(2011)","NAD83(2011)","46.7499982540","N464459.99371","46.7499982540","N464459.99371","0.000000","-122.9529148831","W1225710.49358","-122.9529148831","W1225710.49358","0.000000","N/A","N/A","N/A","WA S-4602","160,376.711","312,618.136","526,169.260","1,025,648.000","526,170.312","1,025,650.051","-01 46 54.43","0.99991873","N/A","UTM Zone 10","5,177,384.008","503,596.336","00 02 03.46","0.99960016","N/A","N/A","N/A","N/A","10TES0359677384"
"48130","5.0","NAD83(2011)","NAD83(2011)","47.2064731943","N471223.30350","47.2064731943","N471223.30350","0.000000","-122.4638690211","W1222749.92848","-122.4638690211","W1222749.92848","0.000000","N/A","N/A","N/A","WA S-4602","210,058.482","351,231.682","689,166.870","1,152,332.610","689,168.248","1,152,334.915","-01 25 35.57","0.99997345","N/A","UTM Zone 10","5,228,248.541","540,602.335","00 23 36.32","0.99962026","N/A","N/A","N/A","N/A","10TET4060228248"
"48131","5.0","NAD83(2011)","NAD83(2011)","47.1593600223","N470933.69608","47.1593600223","N470933.69608","0.000000","-122.4324230617","W1222556.72302","-122.4324230617","W1222556.72302","0.000000","N/A","N/A","N/A","WA S-4602","204,763.602","353,485.012","671,795.250","1,159,725.410","671,796.594","1,159,727.729","-01 24 13.33","0.99996485","N/A","UTM Zone 10","5,223,029.708","543,021.844","00 24 58.25","0.99962275","N/A","N/A","N/A","N/A","10TET4302123029"
"48132","5.0","NAD83(2011)","NAD83(2011)","47.7996609104","N474758.77928","47.7996609104","N474758.77928","0.000000","-122.3317073669","W1221954.14652","-122.3317073669","W1221954.14652","0.000000","N/A","N/A","N/A","WA N-4601","90,000.397","387,762.933","295,276.301","1,272,185.555","295,276.892","1,272,188.099","-01 06 56.05","0.99995760","N/A","UTM Zone 10","5,294,249.968","550,044.217","00 29 42.29","0.99963077","N/A","N/A","N/A","N/A","10TET5004494249"
"48133","5.0","NAD83(2011)","NAD83(2011)","48.0518432920","N480306.63585","48.0518432920","N480306.63585","0.000000","-122.1855724529","W1221108.06083","-122.1855724529","W1221108.06083","0.000000","N/A","N/A","N/A","WA N-4601","117,831.767","399,200.764","386,586.388","1,309,711.173","386,587.161","1,309,713.793","-01 00 24.37","0.99994292","N/A","UTM Zone 10","5,322,383.242","560,691.525","00 36 20.70","0.99964526","N/A","N/A","N/A","N/A","10UEU6069122383"
"48134","5.0","NAD83(2011)","NAD83(2011)","48.5117250493","N483042.21018","48.5117250493","N483042.21018","0.000000","-117.6615931913","W1173941.73549","-117.6615931913","W1173941.73549","0.000000","N/A","N/A","N/A","WA N-4601","172,908.776","734,267.674","567,284.875","2,409,009.860","567,286.010","2,409,014.678","02 21 41.13","0.99996586","N/A","UTM Zone 11","5,373,390.207","451,138.290","-00 29 44.17","0.99962933","N/A","N/A","N/A","N/A","11UMP5113873390"
"48135","5.0","NAD83(2011)","NAD83(2011)","48.8915434009","N485329.55624","48.8915434009","N485329.55624","0.000000","-122.4852314937","W1222906.83338","-122.4852314937","W1222906.83338","0.000000","N/A","N/A","N/A","WA N-4601","211,617.688","378,870.654","694,282.363","1,243,011.470","694,283.752","1,243,013.956","-01 13 47.54","1.00003361","N/A","UTM Zone 10","5,415,527.007","537,733.083","00 23 16.32","0.99961749","N/A","N/A","N/A","N/A","10UEV3773315527"
"48136","5.0","NAD83(2011)","NAD83(2011)","46.8904826586","N465325.73757","46.8904826586","N465325.73757","0.000000","-117.3649603083","W1172153.85711","-117.3649603083","W1172153.85711","0.000000","N/A","N/A","N/A","WA S-4602","177,826.153","738,845.438","583,417.970","2,424,028.740","583,419.137","2,424,033.588","02 16 38.21","0.99992878","N/A","UTM Zone 11","5,193,058.608","472,197.050","-00 15 59.19","0.99960950","N/A","N/A","N/A","N/A","11TMM7219793058"
"48137","5.0","NAD83(2011)","NAD83(2011)","46.5633870661","N463348.19344","46.5633870661","N463348.19344","0.000000","-120.4730038688","W1202822.81393","-120.4730038688","W1202822.81393","0.000000","N/A","N/A","N/A","WA S-4602","136,720.499","502,069.707","448,557.170","1,647,207.030","448,558.067","1,647,210.324","00 01 10.60","0.99991467","N/A","UTM Zone 10","5,159,748.995","693,672.383","01 50 07.83","1.00006107","N/A","N/A","N/A","N/A","10TFS9367259748"
"48138","5.0","NAD83(2011)","NAD83(2011)","46.1625595928","N460945.21453","46.1625595928","N460945.21453","0.000000","-119.2020118432","W1191207.24264","-119.2020118432","W1191207.24264","0.000000","N/A","N/A","N/A","WA S-4602","92,992.980","600,241.213","305,094.470","1,969,291.380","305,095.080","1,969,295.319","00 56 34.27","0.99994163","N/A","UTM Zone 11","5,114,466.212","329,994.788","-01 35 19.35","0.99995530","N/A","N/A","N/A","N/A","11TLM2999414466"
"48139","5.0","NAD83(2011)","NAD83(2011)","47.4532021641","N472711.52779","47.4532021641","N472711.52779","0.000000","-122.2949061178","W1221741.66202","-122.2949061178","W1221741.66202","0.000000","N/A","N/A","N/A","WA N-4601","51,434.747","389,787.702","168,748.834","1,278,828.485","168,749.171","1,278,831.043","-01 05 17.41","1.00000906","N/A","UTM Zone 10","5,255,769.768","553,150.096","00 31 10.10","0.99963472","N/A","N/A","N/A","N/A","10TET5315055769"
"48140","5.0","NAD83(2011)","NAD83(2011)","47.2791937984","N471645.09767","47.2791937984","N471645.09767","0.000000","-122.3109621027","W1221839.46357","-122.3109621027","W1221839.46357","0.000000","N/A","N/A","N/A","WA N-4601","32,114.993","388,205.678","105,363.940","1,273,638.128","105,364.151","1,273,640.675","-01 06 00.45","1.00004850","N/A","UTM Zone 10","5,236,420.872","552,110.900","00 30 22.41","0.99963337","N/A","N/A","N/A","N/A","10TET5211036420"
"48141","5.0","NAD83(2011)","NAD83(2011)","47.7128702130","N474246.33277","47.7128702130","N474246.33277","0.000000","-122.1839034116","W1221102.05228","-122.1839034116","W1221102.05228","0.000000","N/A","N/A","N/A","WA N-4601","80,147.440","398,663.785","262,950.394","1,307,949.436","262,950.920","1,307,952.052","-01 00 19.90","0.99996710","N/A","UTM Zone 10","5,284,710.263","561,213.974","00 36 13.51","0.99964605","N/A","N/A","N/A","N/A","10TET6121384710"
"48142","5.0","NAD83(2011)","NAD83(2011)","47.6024598985","N473608.85563","47.6024598985","N473608.85563","0.000000","-122.7093623400","W1224233.70442","-122.7093623400","W1224233.70442","0.000000","N/A","N/A","N/A","WA N-4601","68,702.082","358,944.954","225,400.081","1,177,638.571","225,400.532","1,177,640.926","-01 23 48.27","0.99998246","N/A","UTM Zone 10","5,272,157.749","521,846.289","00 12 52.68","0.99960586","N/A","N/A","N/A","N/A","10TET2184672157"
"48143","5.0","NAD83(2011)","NAD83(2011)","47.5216767719","N473118.03638","47.5216767719","N473118.03638","0.000000","-122.6596264718","W1223934.65530","-122.6596264718","W1223934.65530","0.000000","N/A","N/A","N/A","WA N-4601","59,633.142","362,470.663","195,646.401","1,189,205.835","195,646.793","1,189,208.213","-01 21 34.96","0.99999603","N/A","UTM Zone 10","5,263,194.945","525,624.131","00 15 03.74","0.99960807","N/A","N/A","N/A","N/A","10TET2562463194"
"48144","5.0","NAD83(2011)","NAD83(2011)","45.6993229486","N454157.56261","45.6993229486","N454157.56261","0.000000","-121.3924934819","W1212332.97653","-121.3924934819","W1212332.97653","0.000000","N/A","N/A","N/A","WA S-4602","41,073.629","430,490.173","134,755.730","1,412,366.510","134,756.000","1,412,369.335","-00 38 53.89","1.00003307","N/A","UTM Zone 10","5,061,897.678","625,145.069","01 09 02.22","0.99979254","N/A","N/A","N/A","N/A","10TFR2514561897"
"48145","5.0","NAD83(2011)","NAD83(2011)","46.9800837098","N465848.30136","46.9800837098","N465848.30136","0.000000","-122.2979360085","W1221752.56963","-122.2979360085","W1221752.56963","0.000000","N/A","N/A","N/A","WA S-4602","184,598.097","363,225.656","605,635.590","1,191,682.840","605,636.801","1,191,685.223","-01 18 21.65","0.99993834","N/A","UTM Zone 10","5,203,190.065","553,394.560","00 30 47.89","0.99963504","N/A","N/A","N/A","N/A","10TET5339403190"
"48146","5.0","NAD83(2011)","NAD83(2011)","47.0458496408","N470245.05871","47.0458496408","N470245.05871","0.000000","-122.2951795717","W1221742.64646","-122.2951795717","W1221742.64646","0.000000","N/A","N/A","N/A","WA S-4602","191,902.278","363,601.686","629,599.390","1,192,916.530","629,600.649","1,192,918.916","-01 18 14.44","0.99994692","N/A","UTM Zone 10","5,210,500.255","553,538.428","00 30 57.13","0.99963523","N/A","N/A","N/A","N/A","10TET5353810500"
"48147","5.0","NAD83(2011)","NAD83(2011)","48.3917463166","N482330.28674","48.3917463166","N482330.28674","0.000000","-122.2337024404","W1221401.32879","-122.2337024404","W1221401.32879","0.000000","N/A","N/A","N/A","WA N-4601","155,683.001","396,301.107","510,769.978","1,300,197.883","510,770.999","1,300,200.483","-01 02 33.37","0.99995366","N/A","UTM Zone 10","5,360,126.342","556,728.052","00 34 22.72","0.99963954","N/A","N/A","N/A","N/A","10UEU5672860126"
"48148","5.0","NAD83(2011)","NAD83(2011)","47.8955256742","N475343.89243","47.8955256742","N475343.89243","0.000000","-122.2030651345","W1221211.03448","-122.2030651345","W1221211.03448","0.000000","N/A","N/A","N/A","WA N-4601","100,477.597","397,587.628","329,650.250","1,304,418.742","329,650.909","1,304,421.351","-01 01 11.26","0.99994975","N/A","UTM Zone 10","5,304,995.806","559,567.493","00 35 28.62","0.99964360","N/A","N/A","N/A","N/A","10TEU5956704995"
"48149","5.0","NAD83(2011)","NAD83(2011)","47.8498020661","N475059.28744","47.8498020661","N475059.28744","0.000000","-122.2556514855","W1221520.34535","-122.2556514855","W1221520.34535","0.000000","N/A","N/A","N/A","WA N-4601","95,466.127","393,562.329","313,208.452","1,291,212.409","313,209.078","1,291,214.991","-01 03 32.20","0.99995315","N/A","UTM Zone 10","5,299,874.747","555,685.876","00 33 06.72","0.99963810","N/A","N/A","N/A","N/A","10TET5568599874"
"48150","5.0","NAD83(2011)","NAD83(2011)","48.0757133132","N480432.56793","48.0757133132","N480432.56793","0.000000","-122.1862223403","W1221110.40043","-122.1862223403","W1221110.40043","0.000000","N/A","N/A","N/A","WA N-4601","120,486.201","399,198.979","395,295.144","1,309,705.318","395,295.935","1,309,707.937","-01 00 26.11","0.99994252","N/A","UTM Zone 10","5,325,035.786","560,615.063","00 36 19.77","0.99964515","N/A","N/A","N/A","N/A","10UEU6061525035"
"48151","5.0","NAD83(2011)","NAD83(2011)","47.7884756204","N474718.51223","47.7884756204","N474718.51223","0.000000","-117.4079422952","W1172428.59226","-117.4079422952","W1172428.59226","0.000000","N/A","N/A","N/A","WA N-4601","93,375.082","756,568.852","306,348.083","2,482,176.310","306,348.696","2,482,181.274","02 33 00.98","0.99995870","N/A","UTM Zone 11","5,292,871.170","469,445.178","-00 18 07.75","0.99961147","N/A","N/A","N/A","N/A","11TMN6944592871"
"48152","5.0","NAD83(2011)","NAD83(2011)","47.6773987851","N474038.63563","47.6773987851","N474038.63563","0.000000","-117.2395898812","W1171422.52357","-117.2395898812","W1171422.52357","0.000000","N/A","N/A","N/A","WA N-4601","81,613.948","769,746.341","267,761.762","2,525,409.454","267,762.297","2,525,414.505","02 40 32.21","0.99997164","N/A","UTM Zone 11","5,280,473.252","482,016.539","-00 10 37.72","0.99960397","N/A","N/A","N/A","N/A","11TMN8201680473"
"48153","5.0","NAD83(2011)","NAD83(2011)","46.9321867198","N465555.87219","46.9321867198","N465555.87219","0.000000","-122.5634732784","W1223348.50380","-122.5634732784","W1223348.50380","0.000000","N/A","N/A","N/A","WA S-4602","179,769.997","342,890.484","589,795.400","1,124,966.530","589,796.580","1,124,968.780","-01 29 56.03","0.99993293","N/A","UTM Zone 10","5,197,720.787","533,229.141","00 19 08.06","0.99961357","N/A","N/A","N/A","N/A","10TES3322997720"
"48154","5.0","NAD83(2011)","NAD83(2011)","47.0349290573","N470205.74461","47.0349290573","N470205.74461","0.000000","-122.7386442977","W1224419.11947","-122.7386442977","W1224419.11947","0.000000","N/A","N/A","N/A","WA S-4602","191,550.337","329,880.796","628,444.730","1,082,283.910","628,445.987","1,082,286.075","-01 37 34.11","0.99994541","N/A","UTM Zone 10","5,209,078.802","519,856.760","00 11 28.51","0.99960485","N/A","N/A","N/A","N/A","10TET1985609078"
"48155","5.0","NAD83(2011)","NAD83(2011)","47.1139255263","N470650.13189","47.1139255263","N470650.13189","0.000000","-117.1895699550","W1171122.45184","-117.1895699550","W1171122.45184","0.000000","N/A","N/A","N/A","WA S-4602","203,189.118","751,157.877","666,629.630","2,464,423.800","666,630.963","2,464,428.729","02 24 16.86","0.99995720","N/A","UTM Zone 11","5,217,841.799","485,618.500","-00 08 20.04","0.99960254","N/A","N/A","N/A","N/A","11TMN8561817841"
"48156","5.0","NAD83(2011)","NAD83(2011)","46.3747268285","N462229.01658","46.3747268285","N462229.01658","0.000000","-120.3291580891","W1201944.96912","-120.3291580891","W1201944.96912","0.000000","N/A","N/A","N/A","WA S-4602","115,764.555","513,143.311","379,804.210","1,683,537.680","379,804.970","1,683,541.047","00 07 26.76","0.99992131","N/A","UTM Zone 10","5,139,150.321","705,405.448","01 56 02.43","1.00011866","N/A","N/A","N/A","N/A","10TGS0540539150"
"48157","5.0","NAD83(2011)","NAD83(2011)","45.6210170214","N453715.66128","45.6210170214","N453715.66128","0.000000","-122.5574128466","W1223326.68625","-122.5574128466","W1223326.68625","0.000000","N/A","N/A","N/A","WA S-4602","34,069.390","339,550.827","111,775.990","1,114,009.670","111,776.214","1,114,011.898","-01 29 40.19","1.00005488","N/A","UTM Zone 10","5,052,036.535","534,503.759","00 18 58.80","0.99961464","N/A","N/A","N/A","N/A","10TER3450352036"
"48158","5.0","NAD83(2011)","NAD83(2011)","46.1124218835","N460644.71878","46.1124218835","N460644.71878","0.000000","-122.9547294939","W1225717.02618","-122.9547294939","W1225717.02618","0.000000","N/A","N/A","N/A","WA S-4602","89,547.950","310,274.448","293,791.900","1,017,958.750","293,792.488","1,017,960.786","-01 46 59.18","0.99994842","N/A","UTM Zone 10","5,106,539.454","503,498.294","00 01 57.46","0.99960015","N/A","N/A","N/A","N/A","10TES0349806539"
"48159","5.0","NAD83(2011)","NAD83(2011)","47.5904856075","N473525.74819","47.5904856075","N473525.74819","0.000000","-122.2957081125","W1221744.54920","-122.2957081125","W1221744.54920","0.000000","N/A","N/A","N/A","WA N-4601","66,696.396","390,017.257","218,819.758","1,279,581.618","218,820.195","1,279,584.177","-01 05 19.56","0.99998435","N/A","UTM Zone 10","5,271,026.327","552,951.315","00 31 12.08","0.99963446","N/A","N/A","N/A","N/A","10TET5295171026"
"48160","5.0","NAD83(2011)","NAD83(2011)","46.9524079407","N465708.66859","46.9524079407","N465708.66859","0.000000","-122.5538200094","W1223313.75203","-122.5538200094","W1223313.75203","0.000000","N/A","N/A","N/A","WA S-4602","181,997.892","343,683.825","597,104.750","1,127,569.350","597,105.944","1,127,571.605","-01 29 30.79","0.99993513","N/A","UTM Zone 10","5,199,972.006","533,951.177","00 19 33.84","0.99961417","N/A","N/A","N/A","N/A","10TES3395199972"
"48161","5.0","NAD83(2011)","NAD83(2011)","47.2017574323","N471206.32676","47.2017574323","N471206.32676","0.000000","-122.2551287508","W1221518.46350","-122.2551287508","W1221518.46350","0.000000","N/A","N/A","N/A","WA S-4602","209,161.570","367,029.885","686,224.250","1,204,163.880","686,225.622","1,204,166.288","-01 16 29.71","0.99997256","N/A","UTM Zone 10","5,227,854.163","556,415.619","00 32 47.63","0.99963911","N/A","N/A","N/A","N/A","10TET5641527854"
"48162","5.0","NAD83(2011)","NAD83(2011)","48.1001723633","N480600.62051","48.1001723633","N480600.62051","0.000000","-122.1863808900","W1221110.97120","-122.1863808900","W1221110.97120","0.000000","N/A","N/A","N/A","WA N-4601","123,205.483","399,234.979","404,216.656","1,309,823.427","404,217.464","1,309,826.046","-01 00 26.54","0.99994230","N/A","UTM Zone 10","5,327,754.195","560,574.523","00 36 20.18","0.99964508","N/A","N/A","N/A","N/A","10UEU6057427754"
"48163","5.0","NAD83(2011)","NAD83(2011)","47.9337560226","N475601.52168","47.9337560226","N475601.52168","0.000000","-122.1010532101","W1220603.79156","-122.1010532101","W1220603.79156","0.000000","N/A","N/A","N/A","WA N-4601","104,596.882","405,284.174","343,164.938","1,329,669.829","343,165.624","1,329,672.488","-00 56 37.84","0.99994740","N/A","UTM Zone 10","5,309,328.562","567,142.912","00 40 02.56","0.99965539","N/A","N/A","N/A","N/A","10TEU6714209328"
"48164","5.0","NAD83(2011)","NAD83(2011)","47.5009315034","N473003.35341","47.5009315034","N473003.35341","0.000000","-122.1856945996","W1221108.50056","-122.1856945996","W1221108.50056","0.000000","N/A","N/A","N/A","WA N-4601","56,589.943","398,115.342","185,662.172","1,306,150.084","185,662.543","1,306,152.696","-01 00 24.70","0.99999983","N/A","UTM Zone 10","5,261,154.576","561,326.871","00 36 01.43","0.99964622","N/A","N/A","N/A","N/A","10TET6132661154"
"48165","5.0","NAD83(2011)","NAD83(2011)","46.7091478574","N464232.93229","46.7091478574","N464232.93229","0.000000","-120.6654130231","W1203955.48688","-120.6654130231","W1203955.48688","0.000000","N/A","N/A","N/A","WA S-4602","152,935.349","487,352.300","501,755.390","1,598,921.670","501,756.394","1,598,924.868","-00 07 12.56","0.99991694","N/A","UTM Zone 10","5,175,490.527","678,446.301","01 41 59.10","0.99999141","N/A","N/A","N/A","N/A","10TFS7844675490"
"48166","5.0","NAD83(2011)","NAD83(2011)","47.3508292052","N472102.98514","47.3508292052","N472102.98514","0.000000","-122.2953014945","W1221743.08538","-122.2953014945","W1221743.08538","0.000000","N/A","N/A","N/A","WA N-4601","40,055.451","389,541.679","131,415.259","1,278,021.325","131,415.522","1,278,023.881","-01 05 18.47","1.00003116","N/A","UTM Zone 10","5,244,392.431","553,223.304","00 31 05.98","0.99963481","N/A","N/A","N/A","N/A","10TET5322344392"
"48167","5.0","NAD83(2011)","NAD83(2011)","47.7349319245","N474405.75493","47.7349319245","N474405.75493","0.000000","-122.3254548040","W1221931.63729","-122.3254548040","W1221931.63729","0.000000","N/A","N/A","N/A","WA N-4601","82,795.987","388,091.700","271,639.833","1,273,264.184","271,640.377","1,273,266.731","-01 06 39.29","0.99996447","N/A","UTM Zone 10","5,287,060.016","550,575.143","00 29 57.13","0.99963143","N/A","N/A","N/A","N/A","10TET5057587060"
"48168","5.0","NAD83(2011)","NAD83(2011)","47.4266821333","N472536.05568","47.4266821333","N472536.05568","0.000000","-122.2493742285","W1221457.74722","-122.2493742285","W1221457.74722","0.000000","N/A","N/A","N/A","WA N-4601","48,422.538","393,166.464","158,866.277","1,289,913.641","158,866.595","1,289,916.221","-01 03 15.38","1.00001448","N/A","UTM Zone 10","5,252,854.610","556,610.724","00 33 10.02","0.99963938","N/A","N/A","N/A","N/A","10TET5661052854"
"48169","5.0","NAD83(2011)","NAD83(2011)","47.3921196482","N472331.63073","47.3921196482","N472331.63073","0.000000","-122.2922864670","W1221732.23128","-122.2922864670","W1221732.23128","0.000000","N/A","N/A","N/A","WA N-4601","44,641.017","389,856.477","146,459.737","1,279,054.124","146,460.030","1,279,056.682","-01 05 10.39","1.00002187","N/A","UTM Zone 10","5,248,983.223","553,409.312","00 31 15.21","0.99963506","N/A","N/A","N/A","N/A","10TET5340948983"
"48170","5.0","NAD83(2011)","NAD83(2011)","47.4843745223","N472903.74828","47.4843745223","N472903.74828","0.000000","-122.1960324382","W1221145.71678","-122.1960324382","W1221145.71678","0.000000","N/A","N/A","N/A","WA N-4601","54,763.156","397,303.993","179,668.786","1,303,488.184","179,669.145","1,303,490.791","-01 00 52.41","1.00000295","N/A","UTM Zone 10","5,259,306.408","560,567.348","00 35 33.42","0.99964508","N/A","N/A","N/A","N/A","10TET6056759306"
"48171","5.0","NAD83(2011)","NAD83(2011)","46.3093429745","N461833.63471","46.3093429745","N461833.63471","0.000000","-117.9968707245","W1175948.73461","-117.9968707245","W1175948.73461","0.000000","N/A","N/A","N/A","WA S-4602","111,541.951","692,770.644","365,950.550","2,272,865.020","365,951.282","2,272,869.566","01 49 05.75","0.99992612","N/A","UTM Zone 11","5,128,901.412","423,241.457","-00 43 15.07","0.99967242","N/A","N/A","N/A","N/A","11TMM2324128901"
"48172","5.0","NAD83(2011)","NAD83(2011)","47.3865205887","N472311.47412","47.3865205887","N472311.47412","0.000000","-122.2965367832","W1221747.53242","-122.2965367832","W1221747.53242","0.000000","N/A","N/A","N/A","WA N-4601","44,024.713","389,523.803","144,437.746","1,277,962.676","144,438.035","1,277,965.232","-01 05 21.78","1.00002310","N/A","UTM Zone 10","5,248,358.074","553,094.176","00 31 03.78","0.99963464","N/A","N/A","N/A","N/A","10TET5309448358"
"48173","5.0","NAD83(2011)","NAD83(2011)","47.4373712634","N472614.53655","47.4373712634","N472614.53655","0.000000","-122.2473763974","W1221450.55503","-122.2473763974","W1221450.55503","0.000000","N/A","N/A","N/A","WA N-4601","49,607.991","393,339.009","162,755.552","1,290,479.733","162,755.877","1,290,482.314","-01 03 10.02","1.00001227","N/A","UTM Zone 10","5,254,043.992","556,749.903","00 33 15.66","0.99963958","N/A","N/A","N/A","N/A","10TET5674954043"
