Latitude,Longitude
46.7947063,-118.5703056
46.7947063,-118.5703037
46.7947178,-118.568196
46.794719,-118.5679852
46.7947417,-118.5639944
46.7947791,-118.5578565
46.7948002,-118.5536514
46.7948224,-118.5494359
46.7948336,-118.5473281
46.7948336,-118.5473281
46.7949214,-118.5391147
46.7949269,-118.5386934
46.7950306,-118.5319554
46.7950538,-118.5304782
46.7950867,-118.5283746
46.7952424,-118.5176324
46.7952424,-118.5176359
46.7953077,-118.5134246
46.7953078,-118.5134217
46.7953746,-118.5092131
46.7954059,-118.5071075
46.7954481,-118.5007847
46.7954645,-118.4965763
46.7954638,-118.4944705
46.7954644,-118.4870985
46.7954645,-118.4868879
46.7954654,-118.479727
46.7954655,-118.4755144
46.7954655,-118.4755144
46.7954656,-118.4736243
46.7954655,-118.4736244
46.7954655,-118.4691851
46.7954588,-118.4670789
46.7954516,-118.4649624
46.7954517,-118.4649828
46.7954402,-118.4628714
46.7954099,-118.4586643
46.7953824,-118.4544519
46.7953755,-118.4533989
46.79537,-118.4525505
46.79537,-118.4525505
46.7953686,-118.4523457
46.7953523,-118.4498071
46.7953068,-118.4418142
46.7953052,-118.4415884
46.7952452,-118.4329622
46.7952198,-118.4293911
46.7952651,-118.3996904
46.7952104,-118.3963225
46.7950624,-118.3954973
46.7949144,-118.3946849
46.7946093,-118.3935094
46.794288,-118.3925664
46.7929907,-118.3900467
46.7906182,-118.387672
46.7898303,-118.3871689
46.7861146,-118.3848165
46.7839955,-118.3834751
46.7839955,-118.3834751
46.7839928,-118.3834734
46.7824041,-118.3824678
46.7824041,-118.3824678
46.7796206,-118.3802535
46.7789802,-118.3794046
46.7769227,-118.3739349
46.7769242,-118.3739452
46.7769227,-118.3739349
46.7768191,-118.3731006
46.7767307,-118.3718416
46.7767169,-118.3718466
46.7768119,-118.3697546
46.7768873,-118.3689201
46.7762496,-118.3636084
46.7762496,-118.3636084
46.7762508,-118.363612
46.7760181,-118.3630198
46.7759415,-118.3628372
46.7740003,-118.3590069
46.7722663,-118.3556001
46.7720079,-118.3550929
46.7709848,-118.3530423
46.7696555,-118.3504567
46.7694234,-118.350022
46.7693372,-118.349853
46.7689082,-118.349007
46.7678085,-118.346788
46.7678085,-118.346788
46.7677313,-118.3465968
46.7676433,-118.346379
46.7676,-118.3462787
46.7674226,-118.345662
46.7673741,-118.3454646
46.7673741,-118.3454646
46.7672791,-118.3450638
46.7672336,-118.3448602
46.7672336,-118.3448601
46.7671908,-118.3446636
46.7671681,-118.3445577
46.7671098,-118.3442596
46.7667864,-118.3426427
46.7663898,-118.340619
46.7655706,-118.3365773
46.7655716,-118.336582
46.7653529,-118.3355797
46.7653052,-118.3353812
46.7651683,-118.3349572
46.7650631,-118.3346232
46.7650631,-118.3346232
46.7649171,-118.3342328
46.7648372,-118.3340477
46.763228,-118.3313804
46.7613482,-118.3284784
46.7613482,-118.3284784
46.7613482,-118.3284784
46.7604305,-118.3269657
46.7603185,-118.3267118
46.760083,-118.3261759
46.7598006,-118.3254474
46.7597999,-118.3254456
46.7589475,-118.3212346
46.7589185,-118.3206116
46.7588582,-118.3189339
46.7588507,-118.3187174
46.7572893,-118.298499
46.7561897,-118.2896304
46.7560914,-118.2892845
46.7553611,-118.2874572
46.754446,-118.2860968
46.7521265,-118.2839403
46.7508602,-118.2817497
46.7503989,-118.2761759
46.7500371,-118.2661896
46.7499731,-118.2658259
46.7499292,-118.265576
46.7495699,-118.2635295
46.7492122,-118.2614901
46.7488543,-118.2594506
46.7488543,-118.2594506
46.7485323,-118.2576152
46.7479603,-118.2543557
46.7471388,-118.2496627
46.7471449,-118.2496971
46.7471031,-118.2494588
46.7470319,-118.2490511
46.7466806,-118.2470427
46.746069,-118.2435466
46.745962,-118.242935
46.7457482,-118.2417107
46.7457121,-118.2415022
46.7453923,-118.2397071
46.7453932,-118.2396618
46.7452532,-118.2388748
46.7450829,-118.2380351
46.7446838,-118.2366111
46.744607,-118.2362928
46.744277,-118.2353493
46.7441346,-118.234982
46.743907,-118.2344415
46.7435292,-118.2335449
46.7429192,-118.2321177
46.7427597,-118.231748
46.7421882,-118.2302694
46.7420756,-118.2299064
46.7420715,-118.229927
46.7420262,-118.2297086
46.7418208,-118.2287003
46.7417705,-118.2282916
46.7417267,-118.227887
46.7423895,-118.2210206
46.7439404,-118.2094459
46.7439684,-118.2092384
46.7439713,-118.2092177
46.7439684,-118.2092384
46.7439683,-118.2092393
46.7442605,-118.2071782
46.744812,-118.2052059
46.7464826,-118.2022317
46.7475802,-118.2010337
46.747809,-118.2007609
46.7487075,-118.199407
46.7487075,-118.199407
46.7487915,-118.1992387
46.7490401,-118.198716
46.7495397,-118.1974878
46.7495593,-118.1974376
46.751631,-118.1921295
46.7516275,-118.1921387
46.7516976,-118.1919566
46.7516976,-118.1919566
46.7517685,-118.1917726
46.7523748,-118.1900966
46.7544873,-118.1822599
46.7544862,-118.1822649
46.7544862,-118.1822649
46.7549155,-118.180257
46.755345,-118.1782467
46.756404,-118.1743409
46.7563682,-118.1743906
46.7567004,-118.1736249
46.7578437,-118.1714566
46.7584711,-118.1705716
46.7604693,-118.1684917
46.761799,-118.1672211
46.7624096,-118.1665766
46.7664504,-118.1595306
46.7669627,-118.1585114
46.7681354,-118.1561096
46.769147,-118.1533218
46.7693953,-118.1523889
46.7696415,-118.1512257
46.769696,-118.1509331
46.7698006,-118.1503196
46.7698006,-118.1503195
46.769888,-118.1496914
46.7700665,-118.1459389
46.7700245,-118.1449297
46.7688815,-118.1389053
46.7688921,-118.13894
46.7687137,-118.1383572
46.7685947,-118.1379686
46.7685947,-118.1379686
46.7685947,-118.1379686
46.7685947,-118.1379686
46.7679263,-118.1347538
46.768326,-118.137003
46.768326,-118.137003
46.7681454,-118.1362139
46.7681455,-118.136214
46.7681069,-118.1359895
46.7680024,-118.1353761
46.7679517,-118.1349615
46.7679212,-118.1347123
46.7678555,-118.1339136
46.7684296,-118.1279117
46.7684869,-118.127671
46.7689489,-118.1257215
46.7690913,-118.1251209
46.7694218,-118.1237262
46.7708405,-118.1177376
46.7708383,-118.1177464
46.7710837,-118.1167449
46.7715896,-118.1147817
46.7716939,-118.1143917
46.771852,-118.1138
46.7723699,-118.111863
46.7723718,-118.1118559
46.7728902,-118.1099164
46.7731539,-118.10893
46.7734146,-118.1079547
46.7739464,-118.105965
46.7751077,-118.1021885
46.7751077,-118.1021885
46.7760523,-118.100619
46.7760523,-118.100619
46.7762688,-118.1003423
46.7792313,-118.0963787
46.7798419,-118.0949582
46.7801198,-118.0939967
46.7803823,-118.092158
46.7800071,-118.0884574
46.7794704,-118.0865212
46.778931,-118.0845802
46.7778478,-118.0806739
46.777847,-118.0806709
46.7773189,-118.0787058
46.7770591,-118.0744995
46.7771004,-118.0702689
46.7771004,-118.0702737
46.7771211,-118.0681535
46.7771416,-118.0660382
46.777162,-118.0639451
46.7771333,-118.0628631
46.7771048,-118.0622754
46.7770904,-118.0620205
46.7764766,-118.0565887
46.7763592,-118.0555438
46.7763582,-118.0555344
46.775871,-118.0513694
46.7756239,-118.0497103
46.7755522,-118.0493045
46.7744377,-118.0449372
46.774108,-118.0437623
46.7738885,-118.0429802
47.0844067,-118.9788412
47.0844401,-118.978031
47.0843056,-118.9746298
47.0843054,-118.9746369
47.0842233,-118.9619229
47.0841921,-118.9610719
47.0841871,-118.960955
47.0840805,-118.957688
47.0846887,-118.9576806
47.0840791,-118.9570607
47.0847013,-118.9558036
47.0847055,-118.9556043
47.0855157,-118.9472215
47.0863092,-118.9409315
47.0868298,-118.9368029
47.0868416,-118.9367556
47.0868334,-118.936774
47.0862755,-118.9346105
47.0876783,-118.9284475
47.087232,-118.9211463
47.0872276,-118.9196627
47.0876385,-118.917663
47.0871899,-118.9155912
47.0871899,-118.9155912
47.087633,-118.9134492
47.0876311,-118.9135435
47.087746,-118.9071353
47.0877865,-118.9050697
47.0878138,-118.9033018
47.0870514,-118.8979944
47.0878079,-118.8969005
47.0877192,-118.8943192
47.0870158,-118.8943878
47.0870158,-118.8942592
47.0869594,-118.8874796
47.0874176,-118.8857774
47.0869455,-118.8857852
47.0869432,-118.885364
47.0869348,-118.8843059
47.0869312,-118.8838821
47.0869127,-118.881763
47.0869087,-118.8812314
47.0873275,-118.8806043
47.0873208,-118.8797609
47.0873057,-118.8771115
47.0872878,-118.8749453
47.0868261,-118.8711205
47.0872362,-118.8690335
47.0867726,-118.8647962
47.087194,-118.8641458
47.0871718,-118.8606025
47.0870914,-118.8585302
47.0869568,-118.856493
47.0865409,-118.8564616
47.0865409,-118.8564621
47.0862741,-118.8518683
47.0865779,-118.8503468
47.0860849,-118.8489268
47.0860371,-118.8480843
47.0863138,-118.8454481
47.0863348,-118.8458681
47.0859192,-118.84598
47.0859089,-118.8458721
47.085897,-118.8455845
47.0863138,-118.8454481
47.085887,-118.8452779
47.0863031,-118.8452365
47.0857817,-118.8417647
47.0862358,-118.8417458
47.0857616,-118.8406796
47.0857752,-118.8396579
47.086204,-118.837436
47.0862005,-118.8374567
47.0857725,-118.8362757
47.0857726,-118.8358532
47.0857731,-118.8345921
47.0861886,-118.8338454
47.0857955,-118.8333207
47.0858101,-118.8316185
47.085813,-118.8314011
47.085816,-118.8311861
47.0858173,-118.83109
47.0858159,-118.8311896
47.0862622,-118.8268775
47.0862622,-118.8268623
47.0862752,-118.8225119
47.0858519,-118.8225871
47.0862777,-118.8216558
47.0858549,-118.821323
47.0858555,-118.8210803
47.085857,-118.8204652
47.0863047,-118.8111282
47.085875,-118.8096933
47.085875,-118.8096933
47.085875,-118.8096933
47.0863212,-118.8033377
47.0863581,-118.7918881
47.0859259,-118.7872547
47.0859276,-118.7867204
47.0863748,-118.7864101
47.0863857,-118.7821262
47.0864083,-118.7737086
47.0864199,-118.770749
47.0864207,-118.7694838
47.0864297,-118.7673775
47.0864357,-118.7673284
47.0859908,-118.7673688
47.0864303,-118.7661318
47.0864263,-118.7652397
47.086465,-118.7610069
47.0860201,-118.7546242
47.0864655,-118.7503674
47.0864712,-118.7492879
47.0860281,-118.7458906
47.0860323,-118.7419056
47.0860368,-118.7376267
47.0860399,-118.7355076
47.0860505,-118.733422
47.0860505,-118.7334219
47.0860721,-118.7291792
47.0865044,-118.7285533
47.0865158,-118.7270317
47.0860933,-118.7249576
47.0860933,-118.7249576
47.0860928,-118.7249121
47.0863197,-118.7185711
47.0864011,-118.7177322
47.0865527,-118.7165965
47.0866965,-118.7156582
47.0869351,-118.7144358
47.0873729,-118.7143586
47.0873489,-118.7124062
47.0882918,-118.7105854
47.0888967,-118.7086904
47.0892387,-118.7077387
47.0904254,-118.7028364
47.0910323,-118.7010654
47.0919136,-118.6999708
47.092227,-118.6990763
47.0917887,-118.698858
47.0919863,-118.6982811
47.0930695,-118.6953026
47.0932601,-118.6947666
47.0952193,-118.6905267
47.0957358,-118.6887819
47.0964145,-118.6859778
47.0960492,-118.685645
47.0964834,-118.6856385
47.0971482,-118.6814381
47.0969903,-118.6762432
47.0973962,-118.6751557
47.0973314,-118.670981
47.0969057,-118.6709757
47.0973185,-118.6701511
47.0973088,-118.6700561
47.096887,-118.6698901
47.0972354,-118.6650052
47.0972105,-118.6634045
47.0972036,-118.6631096
47.0971932,-118.6624992
47.0971754,-118.6614344
47.0971572,-118.6603712
47.0967332,-118.660458
47.0971264,-118.6586828
47.0971142,-118.6580164
47.0970833,-118.6566272
47.096655,-118.6556049
47.0966307,-118.6541211
47.0966307,-118.6541172
47.097047,-118.6540372
47.0970008,-118.650947
47.0969991,-118.6506629
47.096561,-118.6498668
47.0964878,-118.6454037
47.0968774,-118.6434736
47.0968434,-118.6413609
47.0963938,-118.6396933
47.0963232,-118.635415
47.0965099,-118.6265177
47.0969309,-118.6265159
47.0970228,-118.6257618
47.0967049,-118.6248819
47.0971369,-118.6249547
47.0974987,-118.6203631
47.0976763,-118.619506
47.0983351,-118.6184511
47.0987354,-118.6141939
47.0991248,-118.6122149
47.0997079,-118.6115093
47.1003453,-118.6060285
47.1011398,-118.6041953
47.1012919,-118.6015668
47.1012751,-118.6016385
47.1026175,-118.598466
47.1029972,-118.5959562
47.1043098,-118.5924301
47.1043153,-118.592415
47.10695,-118.5853435
47.1070123,-118.5851761
47.1074976,-118.5838736
47.1077056,-118.5833153
47.108121,-118.5835192
47.1085466,-118.5823779
47.1095709,-118.5793277
47.1108838,-118.5736086
47.1111441,-118.571924
47.1114709,-118.5672453
47.1110352,-118.5670565
47.1114654,-118.565213
47.1114724,-118.5650045
47.1114721,-118.5649453
47.1112451,-118.5608322
47.1112479,-118.5608676
47.1104148,-118.5552458
47.1108148,-118.5544928
47.1103238,-118.5529159
47.1107838,-118.5525571
47.110321,-118.5522798
47.110321,-118.5522798
47.1103201,-118.5520677
47.1103193,-118.5505816
47.1107905,-118.5494633
47.1103724,-118.5444379
47.1103724,-118.5442079
47.110376,-118.5438048
47.1103761,-118.5438024
47.1104984,-118.5310949
47.1104984,-118.5310913
47.1109412,-118.5311162
47.1104984,-118.5310948
47.1104984,-118.5310948
47.1105167,-118.5289808
47.1105204,-118.528555
47.1109829,-118.5268578
47.1105533,-118.5247453
