,CASENO,FORM_REPT_NO,rd_inv,milepost,RTE_NBR,lat,lon,MONTH,DAYMTH,WEEKDAY,RDSURF,LIGHT,weather,rur_urb,REPORT,SEVERITY,veh_count,LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt,deg_curv,dir_grad,pct_grad
11,2013000018,E218737,005,165.36,5,47.6037475625,-122.326809857,1,5,6,1.0,4,1,U,1,1,2,,O,Y,C,U,P,W,17.0,51.0,1140.0,005,60.0,165.35,165.38,30,0,22,5,0,17,84,122693.0,1.34,0.0,+,3.59
12,2013000019,E219553,005,166.96,5,47.626308280399996,-122.3281628727,1,2,3,1.0,4,1,U,2,7,3,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.75,166.97,30,6,10,8,12,14,108,188541.0,15.14,0.0,-,3.03
13,2013000020,E219558,005,163.93,5,47.5848930545,-122.3199765401,1,4,5,1.0,4,1,U,2,7,2,W,O,Y,W,U,P,W,17.0,51.0,1140.0,005,60.0,163.53999999999996,164.02,30,0,30,6,0,14,84,228482.0,40.03,0.75,-,3.3199999999999994
14,2013000021,E219561,005,171.06,5,47.684420161300004,-122.3229893974,1,4,5,1.0,1,1,U,1,1,3,,A,Y,A,U,P,W,17.0,51.0,1140.0,005,60.0,170.97,171.06,30,0,20,6,8,12,72,168314.0,5.53,0.0,+,2.46
15,2013000022,E219740,005,164.06,5,47.586754841499996,-122.32011527120001,1,3,4,1.0,1,1,U,1,1,2,W,O,,W,U,P,W,17.0,51.0,1140.0,005,60.0,164.04,164.1,30,0,30,5,0,14,72,228482.0,5.0,0.0,+,3.69
16,2013000023,E219742,005,166.18,5,47.615117526400006,-122.3293040208,1,8,2,2.0,1,3,U,1,1,2,C,O,Y,C,U,P,W,17.0,51.0,1140.0,005,60.0,166.12,166.21,30,0,22,8,0,14,112,204237.0,6.71,0.0,-,0.34
17,2013000024,E219007,005,170.61,5,47.678227866,-122.3204608148,1,7,1,1.0,1,2,U,1,1,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,170.6,170.70000000000005,30,0,20,6,12,12,72,185625.0,6.78,0.0,-,0.25
18,2013000025,E219008,005,167.02,5,47.6271603233,-122.32809571899999,1,5,6,2.0,1,1,U,1,1,2,C,O,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.97,167.04,30,0,10,8,12,14,114,188541.0,4.82,3.0,-,3.03
20,2013000026,E219016,005,165.92,5,47.6114962775,-122.33072052450001,1,4,5,1.0,4,1,U,1,1,2,C,O,,C,U,P,W,17.0,51.0,1140.0,005,60.0,165.89,165.92000000000004,30,0,22,8,0,14,112,180964.0,1.98,0.0,-,3.3
21,2013000027,E219068,005,161.88,5,47.5556966463,-122.319144963,1,6,7,2.0,4,3,U,2,7,2,P,S,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.88,161.89,30,10,30,8,9,11,88,181978.0,0.66,0.75,+,2.41
22,2013000028,E219070,005,167.6,5,47.6348238924,-122.3230375952,1,6,7,2.0,4,3,U,2,7,3,C,O,,C,U,P,W,17.0,51.0,1140.0,005,60.0,167.57,167.73,30,0,10,9,0,14,124,207196.0,12.1,1.23,+,2.69
23,2013000029,E219071,005,168.28,5,47.644697745900004,-122.3224570845,1,7,1,7.0,4,3,U,1,1,1,A,O,Y,A,U,P,W,17.0,51.0,1140.0,005,60.0,168.24,168.37,30,8,10,8,12,12,96,154663.0,7.34,0.0,-,2.75
24,2013000030,E219221,005,162.06,5,47.5580496284,-122.32071311889999,1,8,2,2.0,6,3,U,1,1,2,P,S,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.97,162.21000000000004,30,10,60,8,9,12,96,181978.0,15.94,1.75,+,2.41
25,2013000031,E218659,005,162.06,5,47.5580496284,-122.32071311889999,1,2,3,4.0,1,1,U,1,1,2,P,S,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.97,162.21000000000004,30,10,60,8,9,12,96,181978.0,15.94,1.75,+,2.41
26,2013000032,E218366,005,178.34,5,47.7850040684,-122.3161194817,1,2,3,1.0,1,1,U,2,7,2,A,S,,A,U,A,W,31.0,51.0,815.0,005,60.0,178.33,178.35,35,7,60,6,10,12,69,155580.0,1.14,0.75,+,1.8
27,2013000033,E219362,005,178.84,5,47.792214997200006,-122.3160667843,1,4,5,1.0,1,1,U,1,1,1,A,S,,A,U,A,W,31.0,51.0,815.0,005,60.0,178.82,178.86,35,7,100,6,10,12,72,176549.0,2.58,1.0,+,1.8
28,2013000034,E219850,005,180.16,5,47.8081045116,-122.3028145235,1,9,3,2.0,4,3,U,1,1,2,W,O,,W,U,P,W,31.0,51.0,715.0,005,60.0,180.14,180.16,35,0,100,6,0,16,96,190851.0,1.39,0.0,-,0.9
29,2013000035,E219894,002,289.65,2,47.7943191703,-117.351100501,1,8,2,2.0,4,2,U,3,4,1,C,,,C,U,A,E,32.0,53.0,,002,30.0,289.63,289.6500000000001,37,0,0,4,0,17,67,27325.0,0.2,0.0,+,0.0
30,2013000036,E220015,090,11.1,90,47.570337359700005,-122.1107530853,1,7,1,1.0,1,1,U,1,1,2,A,S,,A,U,A,W,17.0,51.0,75.0,090,60.0,10.94,11.21,0,10,75,6,13,12,72,145138.0,14.3,0.0,-,0.5
31,2013000037,E220121,005,174.94,5,47.7382260234,-122.3270711359,1,7,1,2.0,4,2,U,1,1,3,,A,Y,A,U,P,W,17.0,51.0,1169.0,005,60.0,174.93,174.99,30,0,14,7,10,12,84,168685.0,3.69,0.0,+,0.76
32,2013000038,E220391,099,34.88,99,47.743797702100004,-122.3454497977,1,12,6,1.0,4,1,U,1,1,2,,S,,C,U,A,W,17.0,53.0,1169.0,099,40.0,34.79,34.88,10,0,12,4,0,12,48,27465.0,0.9,0.0,-,0.49
33,2013000039,E220174,099,36.22999999999999,99,47.7632676363,-122.34599219719999,1,10,4,1.0,1,1,U,1,1,2,A,,,A,U,A,W,17.0,53.0,1169.0,099,40.0,36.11,36.23000000000001,10,10,0,4,10,14,56,33562.0,1.47,0.0,-,0.03
34,2013000040,E220171,169,14.039999999999996,169,47.3927999167,-122.0457040145,1,9,3,2.0,1,4,U,1,1,2,C,,,C,U,A,W,17.0,53.0,739.0,169,,14.03,14.04,0,0,0,4,0,15,60,34242.0,0.12,0.0,+,0.8
35,2013000041,E220421,020,38.97,20,48.3711719369,-122.65422703959999,1,2,3,1.0,6,1,R,3,2,1,A,,Y,A,R,A,W,15.0,43.0,,020,55.0,38.82999999999999,39.12,5,8,0,2,8,12,24,15996.0,1.69,5.5,+,2.33
36,2013000043,E220837,002,15.23,2,47.8582223146,-121.96559870819999,1,8,2,2.0,4,3,U,1,1,3,C,,Y,C,U,A,W,31.0,53.0,790.0,002,55.0,15.23,15.29,0,0,0,4,0,14,56,20501.0,0.45,0.0,-,1.74
37,2013000044,3076355,182,9.0,182,46.2675154681,-119.188950924,1,8,2,2.0,1,3,U,1,1,2,A,S,,A,U,P,E,11.0,51.0,960.0,182,70.0,8.980000000000002,9.08,0,7,76,6,10,12,72,47389.0,1.73,0.0,-,0.5
38,2013000045,3270356,005,177.77,5,47.7769453533,-122.3181538655,1,2,3,2.0,4,1,U,1,1,3,,P,,A,U,P,W,17.0,51.0,1169.0,005,60.0,177.70000000000005,177.81,30,0,38,6,10,12,72,181759.0,7.3,0.0,-,0.72
39,2013000046,3270355,005,177.77,5,47.7769657916,-122.3181618859,1,2,3,2.0,4,1,U,1,1,2,,P,,A,U,P,W,17.0,51.0,1169.0,005,60.0,177.70000000000005,177.81,30,0,38,6,10,12,72,181759.0,7.3,0.0,-,0.72
40,2013000047,3616585,005,175.4,5,47.74456988520001,-122.3297044169,1,3,4,1.0,3,1,U,1,0,3,,A,Y,A,U,P,W,17.0,51.0,1169.0,005,60.0,175.36,175.58,30,0,14,7,10,12,84,186839.0,15.0,2.5,+,1.1
41,2013000048,E220890,005,177.06,5,47.7672674775,-122.3225091199,1,12,6,1.0,4,1,U,2,7,1,,A,,A,U,P,W,17.0,51.0,1169.0,005,60.0,177.02,177.07,30,0,28,6,10,12,72,181759.0,3.32,0.0,-,0.31
42,2013000049,E221040,005,176.31,5,47.7574014569,-122.32868106020001,1,9,3,2.0,4,3,U,1,1,1,,A,,A,U,P,W,17.0,51.0,1169.0,005,60.0,176.22,176.41,30,0,18,6,10,12,72,167863.0,11.64,2.0,+,0.51
43,2013000050,E219557,005,165.97,5,47.6121417803,-122.33084701700001,1,3,4,1.0,4,1,U,1,1,3,C,O,Y,C,U,P,W,17.0,51.0,1140.0,005,60.0,165.97,166.02,30,0,22,8,0,14,112,180964.0,3.3,0.0,-,3.3
44,2013000051,E219560,005,166.93,5,47.6257461475,-122.32873531690001,1,4,5,1.0,4,1,U,1,1,3,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.75,166.97,30,6,10,8,12,14,108,188541.0,15.14,0.0,-,3.03
45,2013000052,E219562,005,172.74,5,47.7073523385,-122.3300695052,1,8,2,2.0,4,3,U,2,7,2,,A,Y,A,U,P,W,17.0,51.0,1140.0,005,60.0,172.58,172.82,30,0,30,8,12,12,96,181514.0,15.9,0.0,+,2.3599999999999994
46,2013000053,E219744,005,166.66,5,47.621967069300005,-122.3286941119,1,2,3,1.0,1,1,U,2,7,3,A,S,Y,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.56,166.68,30,6,10,8,12,14,108,190353.0,8.34,0.5,+,1.67
47,2013000054,E219748,005,168.66,5,47.6503812651,-122.3226485376,1,3,4,1.0,4,1,U,2,7,2,C,O,Y,C,U,P,W,17.0,51.0,1140.0,005,60.0,168.62,169.02,30,0,10,8,0,14,114,202785.0,29.61,0.0,+,3.0
48,2013000055,E220122,005,172.05,5,47.697421734799995,-122.3297565408,1,11,5,1.0,4,1,U,1,1,2,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,171.96,172.34,30,10,20,6,10,12,72,173308.0,24.04,0.5,-,0.96
49,2013000056,E220334,005,163.06,5,47.5722996528,-122.31985412979999,1,12,6,1.0,4,1,U,1,1,3,P,O,,P,U,P,W,17.0,51.0,1140.0,005,60.0,163.02,163.1,30,2,30,6,9,11,66,175526.0,5.13,0.0,+,3.5
50,2013000057,E220579,005,168.16,5,47.6428547105,-122.3232066035,1,14,1,1.0,4,2,U,2,7,3,A,O,,A,U,P,W,17.0,51.0,1140.0,005,60.0,168.12,168.18,30,8,10,7,10,12,84,154663.0,3.39,0.0,-,2.75
51,2013000058,E221032,005,166.07,5,47.6134791872,-122.330302931,1,10,4,1.0,1,2,U,1,1,2,C,O,Y,C,U,P,W,17.0,51.0,1140.0,005,60.0,166.04,166.12,30,0,22,8,0,14,112,204237.0,5.96,0.0,-,0.34
52,2013000059,E221035,005,167.06,5,47.6277319229,-122.32791985680001,1,10,4,1.0,4,2,U,1,1,2,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,167.04,167.1,30,6,10,8,12,14,108,188541.0,4.13,3.0,-,3.03
53,2013000060,E221036,005,174.44,5,47.7312342313,-122.3241480051,1,10,4,1.0,4,2,U,2,7,2,,A,Y,A,U,P,W,17.0,51.0,1140.0,005,60.0,174.33,174.64,30,0,7,7,10,12,84,192024.0,21.73,1.25,-,2.66
54,2013000061,E221037,005,167.03,5,47.627194468999996,-122.3286655066,1,10,4,2.0,1,2,U,2,7,3,C,O,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.97,167.04,30,0,10,8,12,14,114,188541.0,4.82,3.0,-,3.03
55,2013000062,E221038,005,174.55,5,47.73279874479999,-122.3246071607,1,10,4,4.0,4,2,U,1,1,2,,A,Y,A,U,P,W,17.0,51.0,1140.0,005,60.0,174.33,174.64,30,0,7,7,10,12,84,192024.0,21.73,1.25,+,0.76
56,2013000063,E220893,005,161.83000000000004,5,47.5550425735,-122.3186946132,1,15,2,1.0,1,1,U,1,1,3,P,S,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.74,161.83000000000004,30,10,30,8,9,11,88,181978.0,5.98,0.75,+,2.41
57,2013000064,E220913,005,161.96000000000004,5,47.5567355843,-122.3198642019,1,11,5,1.0,1,1,U,1,1,2,P,S,,P,U,P,W,17.0,51.0,1140.0,005,60.0,161.93000000000004,161.97,30,10,60,8,9,12,96,181978.0,2.66,0.0,+,2.41
58,2013000065,E221041,005,171.33,5,47.687339172200005,-122.3267219982,1,11,5,1.0,4,1,U,1,1,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,171.33,171.34,30,0,20,6,10,12,72,168314.0,0.61,0.0,+,0.25
59,2013000066,E221044,005,166.38,5,47.6179539245,-122.328406675,1,9,3,2.0,1,2,U,2,7,2,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.34,166.41,30,6,10,8,12,12,93,190353.0,4.86,1.0,+,1.67
60,2013000067,3267660,005,166.76,5,47.6234195515,-122.3286564074,1,4,5,1.0,1,1,U,2,7,2,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.75,166.97,30,6,10,8,12,14,108,188541.0,15.14,0.0,+,1.67
61,2013000068,3267655,005,171.46,5,47.6890255641,-122.3287572742,1,3,4,1.0,1,1,U,1,1,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,171.34,171.56,30,0,20,6,10,12,72,168314.0,13.52,2.56,+,0.25
62,2013000069,3267658,005,171.46,5,47.689053901099996,-122.3287599123,1,3,4,1.0,1,1,U,1,1,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,171.34,171.56,30,0,20,6,10,12,72,168314.0,13.52,2.56,+,0.25
63,2013000070,3267657,005,171.46,5,47.6890172943,-122.3287233265,1,3,4,1.0,1,1,U,2,7,2,,A,,A,U,P,W,17.0,51.0,1140.0,005,60.0,171.34,171.56,30,0,20,6,10,12,72,168314.0,13.52,2.56,+,0.25
64,2013000071,3270357,005,164.18,5,47.58861963100001,-122.3203847054,1,2,3,1.0,1,1,U,2,7,2,W,O,,W,U,P,W,17.0,51.0,1140.0,005,60.0,164.1,164.19,30,0,30,5,0,17,84,228482.0,7.51,1.0,+,3.69
65,2013000072,3616583,005,166.97,5,47.6263656642,-122.32874399389999,1,3,4,1.0,1,1,U,1,1,2,A,S,,A,U,P,W,17.0,51.0,1140.0,005,60.0,166.75,166.97,30,6,10,8,12,14,108,188541.0,15.14,0.0,-,3.03
66,2013000073,3616581,005,164.55,5,47.5937532509,-122.32057686709999,1,2,3,1.0,2,1,U,2,7,3,,P,,P,U,P,W,17.0,51.0,1140.0,005,60.0,164.43,164.56,30,0,30,5,8,11,55,228482.0,10.84,0.0,-,3.86
67,2013000074,E220752,005,177.81,5,47.777483526400005,-122.3176968636,1,9,3,2.0,4,4,U,1,1,2,,P,,A,U,P,W,17.0,51.0,1169.0,005,60.0,177.70000000000005,177.81,30,0,38,6,10,12,72,181759.0,7.3,0.0,-,0.72
68,2013000075,E219359,005,179.56,5,47.802322126199996,-122.3133477064,1,1,2,1.0,1,1,U,2,7,1,A,S,,A,U,A,W,31.0,51.0,815.0,005,60.0,179.35,179.58,35,7,100,6,10,12,72,160031.0,13.43,2.0,-,0.55
69,2013000076,E221128,005,179.46,5,47.8010831837,-122.3136186376,1,15,2,1.0,1,1,U,2,7,2,A,S,,A,U,A,W,31.0,51.0,815.0,005,60.0,179.35,179.58,35,7,100,6,10,12,72,160031.0,13.43,2.0,-,0.55
70,2013000077,E221209,005,178.68,5,47.7900076402,-122.3166169608,1,11,5,1.0,1,1,U,2,7,2,A,S,Y,A,U,A,W,31.0,51.0,815.0,005,60.0,178.67000000000004,178.8,35,7,100,6,10,12,72,176549.0,8.38,0.0,+,1.8
71,2013000078,3666066,005,178.06,5,47.781015634700005,-122.3171935727,1,9,3,2.0,1,3,U,1,1,2,,A,,A,U,A,W,31.0,51.0,815.0,005,60.0,178.03,178.12,35,0,18,6,10,12,69,155580.0,5.11,0.0,+,2.86
72,2013000079,3124751,005,179.25,5,47.79810595439999,-122.3152388892,1,8,2,2.0,1,3,U,1,1,3,A,S,Y,A,U,A,W,31.0,51.0,815.0,005,60.0,179.23,179.35,35,7,100,6,10,12,72,176549.0,7.730000000000001,0.0,+,1.8
73,2013000080,E221130,005,215.01,5,48.26668718770001,-122.2673260117,1,16,3,4.0,6,1,R,2,7,2,A,S,,A,R,P,W,31.0,41.0,,005,70.0,214.9,215.05,35,6,350,6,10,12,72,59388.0,3.25,0.0,+,0.54
74,2013000081,E221332,009,29.28,9,48.196123775,-122.12888606,1,17,4,4.0,1,1,U,1,1,2,A,,,A,U,A,W,31.0,52.0,45.0,009,,29.14,29.28,0,10,0,2,10,12,24,11135.0,0.5700000000000001,1.5,+,1.0
75,2013000082,E221071,271,3.3,271,47.167114051000006,-117.2879461853,1,7,1,4.0,1,4,R,1,1,1,B,,N,B,R,B,E,38.0,45.0,,271,,2.83,3.34,0,1,0,2,1,11,22,692.0,0.13,0.0,+,0.0
76,2013000083,E221496,005,0.51,5,45.6242817385,-122.6698816709,1,16,3,1.0,1,2,U,1,1,2,,A,,A,U,A,W,6.0,51.0,1350.0,005,50.0,0.5,0.5899999999999999,0,0,24,6,10,12,72,124290.0,4.08,1.69,+,2.46
77,2013000084,E221850,005,30.9,5,46.021984168500005,-122.85141430969999,1,11,5,1.0,1,1,R,1,1,2,A,S,,A,R,A,W,8.0,41.0,,005,70.0,30.66,30.91,5,6,46,6,10,12,72,53180.0,4.8500000000000005,0.0,+,0.0
78,2013000085,E221766,260,4.0,260,46.663532368199995,-118.9223129831,1,11,5,1.0,6,1,R,3,4,2,B,,,B,R,B,E,11.0,45.0,,260,,3.08,4.0600000000000005,0,3,0,2,4,11,22,1329.0,0.48,0.0,-,0.29
79,2013000086,E221779,090,160.1,90,47.1037868062,-119.6158447735,1,13,7,1.0,4,1,R,1,1,2,A,S,Y,A,R,A,E,13.0,41.0,,090,70.0,159.9,160.31,20,4,38,4,10,12,48,11695.0,1.75,0.0,+,0.0
80,2013000087,E221461,090,8.53,90,47.5798258583,-122.16280119049999,1,10,4,1.0,1,1,U,1,1,2,A,S,Y,A,U,A,W,17.0,51.0,75.0,090,60.0,8.519999999999998,8.54,0,10,60,6,10,12,72,145138.0,1.0600000000000005,0.0,+,4.0
81,2013000088,E221492,515,3.83,515,47.4266959558,-122.1970432404,1,18,5,4.0,1,5,U,1,1,1,C,,,C,U,A,W,17.0,54.0,615.0,515,,3.7800000000000007,3.83,0,0,0,4,0,15,59,26797.0,0.49,0.0,-,0.4
82,2013000090,E221466,090,16.19,90,47.53180913600001,-122.0216452122,1,16,3,1.0,1,1,U,2,6,3,A,S,,A,U,P,W,17.0,51.0,590.0,090,70.0,16.18,16.19,3,8,48,6,10,12,72,58245.0,0.21,3.27,+,2.32
83,2013000091,E221801,005,155.36000000000004,5,47.47377896,-122.26922693270001,1,11,5,1.0,1,1,U,1,1,2,,A,Y,A,U,P,W,17.0,51.0,1320.0,005,60.0,155.24,155.38,30,0,37,9,10,12,108,226087.0,11.55,1.0,+,2.4
84,2013000092,3270358,090,2.25,90,47.5900444882,-122.288689294,1,3,4,1.0,1,1,U,1,1,2,W,O,Y,W,U,P,W,17.0,51.0,1140.0,090,60.0,2.0,2.28,0,0,40,6,0,15,91,132005.0,13.49,0.0,-,1.55
85,2013000093,E221536,005,238.08,5,48.5807799609,-122.345991706,1,11,5,4.0,4,1,R,1,1,2,A,S,Y,A,R,A,W,29.0,41.0,,005,70.0,237.95,238.23,42,4,80,4,10,12,48,42121.0,4.3,0.0,-,1.1
86,2013000094,E221564,525,7.019999999999999,525,47.926954118999994,-122.30031830440001,1,14,1,2.0,4,2,U,1,1,2,C,,,C,U,A,W,31.0,53.0,830.0,525,60.0,6.96,7.02,10,0,0,2,0,17,34,18429.0,0.4,0.0,-,0.68
87,2013000096,E221736,005,259.81,5,48.812611283100004,-122.5434584334,1,18,5,4.0,6,5,U,1,1,1,A,S,Y,A,U,P,W,37.0,51.0,,005,60.0,259.77,259.91,45,4,80,4,10,12,48,59385.0,3.0300000000000007,0.0,-,2.8
88,2013000097,E221828,270,4.5,270,46.7217012645,-117.1443626216,1,10,4,3.0,1,8,U,1,1,2,A,,Y,A,U,A,E,38.0,53.0,1025.0,270,,4.5,4.509999999999999,0,8,0,4,8,16,62,11610.0,0.04,0.0,+,1.97
89,2013000098,E222021,005,158.06,5,47.5077056854,-122.28131133030001,1,16,3,1.0,1,5,U,1,1,3,,A,,A,U,P,W,17.0,51.0,1320.0,005,60.0,158.03999999999996,158.06999999999996,30,0,24,8,10,11,88,182238.0,2.0,0.0,-,0.3
90,2013000099,E222077,090,45.37,90,47.396646320500004,-121.495493472,1,9,3,3.0,1,4,R,2,7,2,P,S,,,R,P,,17.0,41.0,,090,70.0,45.35,45.39,5,6,60,6,0,12,72,29714.0,0.43,0.0,+,1.35
91,2013000100,3076464,221,23.35,221,46.2052024762,-119.70698387670001,1,14,1,2.0,1,5,R,1,1,1,A,,N,A,R,A,E,3.0,44.0,,221,,23.33,23.7,0,7,0,2,7,12,24,1968.0,0.27,14.01,-,1.11
92,2013000102,3596024,090,68.64,90,47.249760548400005,-121.1896371748,1,14,1,1.0,6,1,R,2,7,2,A,S,,,R,P,E,19.0,41.0,,090,65.0,68.62,68.73000000000002,12,4,90,4,0,12,48,27056.0,1.09,0.0,-,0.54
93,2013000103,3666067,405,26.3,405,47.790851474600004,-122.2066165988,1,17,4,1.0,2,5,U,1,1,2,C,S,Y,C,U,A,W,31.0,51.0,110.0,405,60.0,26.29,26.31,30,0,40,4,0,17,67,124332.0,0.91,0.0,-,2.4
94,2013000104,E222516,002,110.19,2,47.5280921629,-120.4890333487,1,23,3,3.0,1,4,R,1,1,2,,A,Y,A,R,A,E,4.0,42.0,,002,60.0,110.19,110.25,10,0,14,4,10,12,48,15347.0,0.34,0.0,-,0.27
95,2013000105,E222530,501,0.39,501,45.6325489512,-122.67266270540001,1,22,2,1.0,1,1,U,1,1,2,C,,Y,C,U,A,W,6.0,53.0,1350.0,501,,0.39,0.45,0,0,0,2,0,28,56,7132.0,0.16,0.0,+,0.88
96,2013000106,E222591,395,63.06,395,46.6712695858,-118.8462067199,1,22,2,1.0,6,1,R,1,1,2,A,S,,A,R,P,E,11.0,42.0,,395,70.0,62.88000000000002,63.21,5,4,75,4,10,12,48,6903.0,0.83,0.0,+,3.77
97,2013000107,E222691,524,0.07000000000000002,524,47.8117518567,-122.3804972111,1,23,3,2.0,1,3,U,1,1,2,C,,Y,C,U,A,W,31.0,54.0,365.0,524,,0.06,0.11,0,0,0,2,0,20,40,,,0.0,+,4.95
98,2013000108,E222448,005,183.95,5,47.8496932621,-122.2572693309,1,15,2,1.0,4,1,U,2,7,3,A,S,,A,U,A,W,31.0,51.0,,005,60.0,183.70000000000005,183.96,35,7,100,6,12,12,72,191843.0,18.210000000000004,0.0,+,1.6599999999999997
99,2013000110,E222589,395,24.96,395,46.2161587597,-119.1385331317,1,22,2,1.0,4,1,U,2,7,2,,A,,A,U,P,E,3.0,52.0,610.0,395,45.0,24.96,25.01,5,0,10,4,8,12,48,40233.0,0.73,8.3,-,4.92
100,2013000111,E222935,169,11.71,169,47.3652563111,-122.0217525069,1,25,5,2.0,4,3,U,1,1,2,C,,Y,C,U,A,W,17.0,53.0,739.0,169,,11.71,11.73,0,0,0,4,0,17,68,18485.0,0.13,0.0,+,0.72
101,2013000112,E222718,512,11.02,512,47.1884450709,-122.2827080862,1,16,3,1.0,1,2,U,2,7,2,A,S,,A,U,A,W,27.0,52.0,1030.0,512,60.0,10.96,11.07,0,4,46,4,10,12,48,88017.0,3.5300000000000007,0.0,+,3.82
102,2013000113,E222855,290,9.8,290,47.6948633417,-117.21092532690001,1,23,3,2.0,1,2,U,1,1,2,A,,,A,U,A,E,32.0,53.0,1221.0,290,50.0,9.7,9.8,5,8,0,4,6,11,44,17415.0,0.64,0.0,+,0.78
103,2013000114,E222933,125,8.89,125,46.10324934,-118.3730183211,1,26,6,2.0,1,1,R,2,6,1,G,,,G,R,B,E,36.0,45.0,,125,,8.85,10.83,0,4,0,2,4,10,20,2292.0,1.66,0.0,-,0.27
