CASENO,DRV_SEX,DRV_AGE,drassess,spdlimit,surf_typ,contrib1,contrib2,intox,stolen,vehcond1,vehcond2,vehcond3,com_body,cdplaccd,vehno
201442380,2.0,68.0,,60.0,1.0,18,0,4.0,,12,0,0,,,1
201442380,2.0,56.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201442381,2.0,70.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201442381,1.0,27.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442382,2.0,22.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201442382,1.0,36.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442383,1.0,33.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201442383,1.0,66.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442384,1.0,32.0,,35.0,2.0,1,4,1.0,,12,0,0,,,1
201442384,,,,,,0,0,,,0,0,0,,,2
201442385,2.0,25.0,,60.0,2.0,4,42,4.0,,12,0,0,,,1
201442385,1.0,71.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442386,2.0,36.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442386,,,,,,0,0,,,0,0,0,,,2
201442388,1.0,24.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442388,1.0,31.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442389,1.0,28.0,,60.0,2.0,23,5,4.0,,12,0,0,,,1
201442389,2.0,30.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442390,2.0,28.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201442390,1.0,20.0,,60.0,2.0,4,43,4.0,,12,0,0,,,2
201442390,2.0,36.0,,60.0,2.0,7,0,4.0,,12,0,0,,,3
201442391,1.0,39.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442391,1.0,59.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442392,2.0,26.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442392,,,,,,0,0,,,0,0,0,,,2
201442392,1.0,85.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201442393,2.0,36.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442393,1.0,70.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442394,,,,40.0,2.0,17,0,9.0,,12,0,0,,,1
201442394,2.0,54.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442395,1.0,23.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442395,,,,,,0,0,,,0,0,0,,,2
201442396,1.0,22.0,,60.0,2.0,23,4,4.0,,12,0,0,,,1
201442396,,,,,,0,0,,,0,0,0,,,2
201442397,1.0,24.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201442397,,,,,,0,0,,,0,0,0,,,2
201442398,2.0,20.0,,45.0,2.0,23,0,4.0,,12,0,0,,,1
201442398,2.0,58.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442400,,,,60.0,2.0,17,0,9.0,,12,0,0,,,1
201442400,1.0,44.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442401,2.0,20.0,,60.0,1.0,52,0,4.0,,12,0,0,,,1
201442401,,,,,,0,0,,,0,0,0,,,2
201442402,1.0,86.0,,60.0,2.0,4,50,4.0,,12,0,0,,,1
201442402,2.0,61.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442405,2.0,24.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201442405,2.0,24.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442405,1.0,55.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201442406,1.0,41.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201442406,2.0,55.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442406,1.0,56.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201442407,1.0,30.0,,70.0,1.0,23,4,4.0,,12,0,0,,,1
201442407,1.0,49.0,,70.0,1.0,18,0,4.0,,12,0,0,,,2
201442408,1.0,65.0,,70.0,2.0,23,0,4.0,,12,0,0,,,1
201442408,,,,,,18,0,,,0,0,0,,,2
201442410,1.0,17.0,,55.0,1.0,7,0,4.0,,12,0,0,,,1
201442410,2.0,51.0,,55.0,1.0,18,0,4.0,,12,0,0,,,2
201442411,2.0,26.0,,50.0,2.0,18,0,4.0,,12,0,0,,,1
201442412,1.0,41.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201442412,1.0,82.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442413,1.0,42.0,,35.0,2.0,17,0,9.0,,12,0,0,,,1
201442413,2.0,23.0,,35.0,2.0,5,0,4.0,,12,0,0,,,2
201442414,2.0,33.0,,55.0,2.0,17,5,4.0,,12,0,0,,,1
201442414,1.0,57.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442415,1.0,80.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201442415,1.0,33.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442415,2.0,28.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201442416,1.0,42.0,,45.0,2.0,17,23,4.0,,12,0,0,,,1
201442416,1.0,29.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442418,2.0,58.0,,60.0,2.0,5,23,4.0,,12,0,0,,,1
201442418,2.0,32.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442419,2.0,60.0,,40.0,2.0,7,23,4.0,,12,0,0,,,1
201442419,2.0,36.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442420,2.0,57.0,,45.0,2.0,7,23,4.0,,12,0,0,,,1
201442420,2.0,42.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442421,1.0,45.0,,35.0,2.0,43,48,4.0,,12,0,0,,,1
201442421,1.0,58.0,,35.0,2.0,52,0,4.0,,12,0,0,,,2
201442421,1.0,22.0,,35.0,2.0,52,0,4.0,,12,0,0,,,3
201442422,2.0,22.0,,,2.0,18,0,4.0,,12,0,0,,,1
201442422,,,,,2.0,17,0,9.0,,12,0,0,,,2
201442423,1.0,36.0,,25.0,2.0,18,0,4.0,,12,0,0,,,1
201442423,,,,,2.0,0,0,,,0,0,0,,,2
201442424,1.0,27.0,,45.0,1.0,5,52,4.0,,12,0,0,,,1
201442424,2.0,52.0,,45.0,1.0,18,0,4.0,,12,0,0,,,2
201442425,1.0,21.0,,35.0,2.0,23,7,4.0,,12,0,0,,,1
201442425,2.0,81.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442425,2.0,53.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201442426,,,,25.0,2.0,17,0,9.0,,12,0,0,,,1
201442426,2.0,59.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201442426,2.0,28.0,,25.0,2.0,18,0,4.0,,12,0,0,,,3
201442427,2.0,26.0,,35.0,2.0,17,0,4.0,,12,0,0,,,1
201442427,2.0,41.0,,35.0,2.0,17,0,4.0,,12,0,0,,,2
201442428,1.0,31.0,0.0,25.0,2.0,23,5,4.0,,12,0,0,,,1
201442428,1.0,60.0,0.0,25.0,2.0,18,0,4.0,,12,0,0,,,2
201442429,2.0,70.0,0.0,45.0,2.0,23,0,4.0,,12,0,0,,,1
201442429,2.0,58.0,0.0,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442430,,,,60.0,2.0,7,0,9.0,,12,0,0,,,1
201442430,1.0,32.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442431,2.0,16.0,,60.0,2.0,7,0,4.0,,12,0,0,,,1
201442431,1.0,26.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442432,2.0,74.0,,35.0,2.0,51,7,4.0,,12,0,0,,,1
201442432,2.0,32.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442432,2.0,35.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201442436,2.0,44.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201442436,1.0,41.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442437,1.0,61.0,,45.0,2.0,6,4,9.0,,12,0,0,,,1
201442437,1.0,18.0,9.0,45.0,2.0,18,0,9.0,,12,0,0,,,2
201442437,,,,45.0,2.0,17,0,,,0,12,0,,,3
201442438,2.0,,,35.0,2.0,7,0,9.0,,12,0,0,,,1
201442438,2.0,40.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442439,1.0,60.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201442439,2.0,53.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442440,2.0,25.0,,45.0,2.0,10,51,4.0,,12,0,0,,,1
201442440,2.0,49.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442440,1.0,35.0,,45.0,2.0,18,0,4.0,,12,0,0,,,3
201442441,1.0,50.0,,,1.0,14,8,2.0,,12,0,0,,,1
201442441,1.0,66.0,,55.0,1.0,18,0,4.0,,12,0,0,,,2
201442442,1.0,62.0,,55.0,2.0,23,7,4.0,,12,0,0,,,1
201442442,1.0,80.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442443,1.0,22.0,,55.0,2.0,48,5,4.0,,12,0,0,,,1
201442443,2.0,16.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442443,1.0,50.0,,55.0,2.0,18,0,4.0,,12,0,0,,,3
201442444,1.0,56.0,,45.0,2.0,23,7,4.0,,12,0,0,,,1
201442444,1.0,54.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442445,1.0,34.0,,50.0,2.0,23,4,9.0,,12,0,0,,,1
201442445,,,,,,0,0,,,0,0,0,,,2
201442446,1.0,58.0,,60.0,2.0,17,0,4.0,,12,0,0,,,1
201442446,1.0,34.0,,60.0,2.0,17,0,4.0,,12,0,0,,,2
201442448,1.0,21.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442448,2.0,75.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442450,,,,,2.0,23,5,,,0,0,0,,,1
201442450,1.0,38.0,,45.0,2.0,18,0,,,12,0,0,,,2
201442451,2.0,25.0,,30.0,2.0,23,0,4.0,,12,0,0,,,1
201442451,1.0,18.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201442452,2.0,,,30.0,2.0,23,7,9.0,,12,0,0,,,1
201442452,1.0,23.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201442453,2.0,54.0,,30.0,2.0,10,0,4.0,,12,0,0,,,1
201442453,2.0,44.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201442454,1.0,24.0,,35.0,2.0,18,0,4.0,,12,0,0,,,1
201442454,,,,,2.0,0,0,,,0,0,0,,,2
201442455,2.0,56.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201442456,2.0,57.0,,60.0,2.0,51,0,4.0,,12,0,0,,,1
201442457,2.0,35.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201442458,2.0,48.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442459,2.0,66.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442460,1.0,35.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201442461,1.0,67.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201442462,1.0,58.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442463,1.0,60.0,9.0,60.0,2.0,1,2,1.0,,12,0,0,,,1
201442464,2.0,37.0,,60.0,2.0,23,5,4.0,,12,0,0,,,1
201442464,2.0,65.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442464,,,,,,0,0,,,0,0,0,,,3
201442465,2.0,33.0,,60.0,2.0,52,0,4.0,,12,0,0,,,1
201442466,2.0,34.0,,60.0,2.0,51,0,4.0,,12,0,0,,,1
201442467,,,,70.0,2.0,7,0,4.0,,12,0,0,,,1
201442467,1.0,51.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442468,1.0,20.0,9.0,50.0,2.0,1,4,1.0,,12,0,0,,,1
201442468,,,,,,0,0,,,0,0,0,,,2
201442469,1.0,55.0,,,2.0,10,0,4.0,,12,0,0,,,1
201442469,2.0,58.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442470,1.0,60.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201442470,1.0,35.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442471,2.0,24.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201442471,2.0,57.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201442473,1.0,30.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442473,,,,,,0,0,,,0,0,0,,,2
201442474,1.0,70.0,,60.0,1.0,17,0,4.0,,12,0,0,,,1
201442474,,,,,,0,0,,,0,0,0,,,2
201442475,1.0,61.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201442475,1.0,23.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201442476,1.0,33.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201442476,1.0,61.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201442477,1.0,33.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201442479,2.0,37.0,,60.0,2.0,52,0,4.0,,12,0,0,,,1
201442481,2.0,35.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201442481,2.0,20.0,,35.0,2.0,52,0,4.0,,12,0,0,,,2
201442482,2.0,77.0,,50.0,2.0,23,0,4.0,,12,0,0,,,1
201442482,,,,,,0,0,,,0,0,0,,,2
201442483,2.0,57.0,,,2.0,22,23,4.0,,12,0,0,,,1
201442483,,,,,2.0,0,0,,,0,0,0,,,2
201442483,,,,,2.0,0,0,,,0,0,0,,,3
201442484,2.0,90.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201442484,2.0,23.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442485,1.0,34.0,,70.0,2.0,17,0,4.0,,12,0,0,,,1
201442486,1.0,27.0,,60.0,2.0,14,0,4.0,,12,0,0,,,1
201442489,1.0,18.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442490,1.0,66.0,,55.0,2.0,5,0,4.0,,12,0,0,,,1
201442490,1.0,75.0,,55.0,2.0,18,0,2.0,,12,0,0,,,2
201442491,1.0,28.0,,60.0,2.0,52,0,4.0,,12,0,0,,,1
201442492,1.0,26.0,,70.0,2.0,14,48,4.0,,12,0,0,,,1
201442493,1.0,43.0,,35.0,2.0,18,0,4.0,,12,0,0,,,1
201442494,2.0,23.0,,70.0,1.0,4,0,4.0,,12,0,0,,,1
201442494,,,,,,0,0,,,0,0,0,,,2
201442495,1.0,22.0,,70.0,1.0,4,0,4.0,,12,0,0,,,1
201442495,,,,,,0,0,,,0,0,0,,,2
201442496,1.0,21.0,,70.0,1.0,4,0,4.0,,12,0,0,,,1
201442497,1.0,48.0,,70.0,1.0,4,0,4.0,,12,0,0,,,1
201442498,1.0,18.0,,70.0,1.0,4,0,4.0,,12,0,0,,,1
201442498,,,,,,0,0,,,0,0,0,,,2
201442499,1.0,50.0,0.0,70.0,2.0,4,0,4.0,,12,0,0,,,1
201442501,2.0,70.0,,35.0,2.0,11,0,4.0,,12,0,0,,,1
201442501,1.0,27.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442502,1.0,34.0,,60.0,2.0,1,8,1.0,,12,0,0,,,1
201442502,1.0,50.0,0.0,60.0,2.0,18,0,4.0,,12,0,0,9.0,F,2
201442503,1.0,73.0,,30.0,2.0,31,0,4.0,,12,0,0,,,1
201442503,,,,,,18,0,,,0,0,0,,,2
201442504,2.0,22.0,0.0,30.0,2.0,7,0,4.0,,12,0,0,,,1
201442504,1.0,36.0,0.0,30.0,2.0,52,0,4.0,,12,0,0,,,2
201442505,1.0,26.0,,60.0,3.0,7,23,4.0,,12,0,0,,,1
201442505,1.0,45.0,,60.0,3.0,17,0,4.0,,11,0,0,,,2
201442506,1.0,25.0,9.0,55.0,2.0,14,2,9.0,,12,0,0,,,1
201442506,,,,,,0,0,,,0,0,0,,,2
201442509,2.0,31.0,,25.0,2.0,7,0,4.0,,12,0,0,,,1
201442509,2.0,19.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201442510,1.0,33.0,,35.0,1.0,7,0,4.0,,12,0,0,,,1
201442510,2.0,38.0,,35.0,1.0,18,0,4.0,,12,0,0,,,2
201442511,2.0,65.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201442511,2.0,24.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442513,1.0,20.0,,70.0,2.0,4,0,4.0,,12,0,0,,,1
201442513,,,,,,0,0,,,0,0,0,,,2
201442514,1.0,39.0,,60.0,2.0,42,0,4.0,,12,0,0,,,1
201442514,1.0,52.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442516,1.0,50.0,,70.0,2.0,4,0,4.0,,12,0,0,,,1
201442516,,,,,,0,0,,,0,0,0,,,2
201442517,2.0,47.0,,70.0,2.0,23,0,4.0,,12,0,0,,,1
201442517,,,,,,0,0,,,0,0,0,,,2
201442518,1.0,51.0,0.0,35.0,2.0,7,0,4.0,,12,0,0,,,1
201442518,1.0,59.0,0.0,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442519,1.0,30.0,,30.0,2.0,17,4,9.0,,12,0,0,,,1
201442519,,,,,,0,0,,,0,0,0,,,2
201442520,2.0,28.0,,25.0,2.0,17,0,4.0,,12,0,0,,,1
201442520,2.0,32.0,,30.0,2.0,17,0,4.0,,12,0,0,,,2
201442521,2.0,34.0,,55.0,2.0,18,0,4.0,,12,0,0,,,1
201442522,1.0,22.0,,50.0,2.0,4,0,4.0,,12,0,0,,,1
201442523,1.0,46.0,,45.0,2.0,17,0,3.0,,12,0,0,,,1
201442523,,,,,,0,0,,,0,0,0,,,2
201442524,1.0,18.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442524,,,,,,0,0,,,0,0,0,,,2
201442525,2.0,39.0,,40.0,2.0,17,4,4.0,,12,0,0,,,1
201442527,1.0,20.0,,40.0,2.0,7,0,4.0,,12,0,0,,,1
201442527,2.0,65.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442528,2.0,48.0,,40.0,2.0,5,0,4.0,,12,0,0,,,1
201442528,2.0,40.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442528,1.0,22.0,,40.0,2.0,18,0,4.0,,12,0,0,,,3
201442529,2.0,23.0,,60.0,2.0,4,0,4.0,,12,0,0,,,1
201442529,1.0,41.0,,60.0,2.0,4,0,4.0,,12,0,0,,,2
201442529,1.0,48.0,,60.0,2.0,18,0,4.0,,12,0,0,,,3
201442534,2.0,28.0,,45.0,2.0,5,0,4.0,,12,0,0,,,1
201442534,1.0,37.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442535,2.0,20.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201442535,1.0,69.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442536,2.0,55.0,,35.0,2.0,23,0,4.0,,12,0,0,,,1
201442536,2.0,31.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442537,,,,,2.0,17,0,9.0,,12,0,0,,,1
201442537,2.0,53.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442538,1.0,43.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201442538,2.0,44.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442539,2.0,73.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201442539,2.0,64.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442540,2.0,32.0,,45.0,1.0,17,0,4.0,,12,0,0,,,1
201442540,2.0,46.0,,45.0,1.0,52,0,4.0,,12,0,0,,,2
201442541,2.0,17.0,,60.0,1.0,7,0,4.0,,12,0,0,,,1
201442541,1.0,41.0,,60.0,1.0,52,0,4.0,,12,0,0,,,2
201442547,1.0,17.0,,35.0,2.0,5,0,4.0,,12,0,0,,,1
201442547,,20.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442548,2.0,26.0,,35.0,2.0,42,0,4.0,,12,0,0,,,1
201442548,2.0,68.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442549,2.0,37.0,,45.0,2.0,17,0,4.0,,12,0,0,,,1
201442549,1.0,55.0,,45.0,2.0,17,0,4.0,,12,0,0,,,2
201442551,2.0,31.0,,35.0,2.0,7,0,4.0,,12,0,0,,,1
201442551,1.0,47.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442554,,,,30.0,1.0,23,0,,,0,0,0,,,1
201442554,2.0,46.0,,30.0,1.0,18,0,,,0,0,0,,,2
201442556,2.0,34.0,,30.0,1.0,23,0,4.0,,12,0,0,,,1
201442556,1.0,61.0,,30.0,1.0,18,0,4.0,,12,0,0,,,2
201442557,2.0,33.0,,60.0,1.0,7,23,4.0,,12,0,0,,,1
201442557,2.0,40.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201442557,1.0,59.0,,60.0,1.0,18,0,4.0,,12,0,0,,,3
201442558,1.0,70.0,,40.0,2.0,10,17,4.0,,0,0,0,,,1
201442558,2.0,32.0,,40.0,2.0,18,0,4.0,,0,0,0,,,2
201442561,1.0,24.0,,60.0,1.0,4,0,4.0,,12,0,0,,,1
201442561,1.0,59.0,,60.0,1.0,18,0,4.0,,12,0,0,,,2
201442564,1.0,31.0,,45.0,2.0,23,4,4.0,,12,0,0,,,1
201442564,2.0,32.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442565,,,,30.0,2.0,17,0,9.0,,12,0,0,,,1
201442565,,,,,2.0,0,0,,,0,0,0,,,2
201442566,1.0,43.0,,30.0,1.0,17,0,9.0,,12,0,0,,,1
201442566,1.0,45.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442568,2.0,28.0,,45.0,2.0,4,0,4.0,,12,0,0,,,1
201442568,,,,,,0,0,,,0,0,0,,,2
201442569,2.0,48.0,,55.0,2.0,18,0,4.0,,12,0,0,,,1
201442569,2.0,18.0,,35.0,2.0,12,0,4.0,,12,0,0,,,2
201442570,2.0,29.0,,55.0,2.0,14,0,4.0,,12,0,0,,,1
201442570,2.0,25.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442571,1.0,22.0,,55.0,2.0,4,0,4.0,,12,0,0,,,1
201442572,1.0,23.0,,55.0,2.0,50,0,4.0,,12,0,0,,,1
201442572,2.0,19.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442573,1.0,55.0,,50.0,2.0,5,0,4.0,,12,0,0,,,1
201442573,1.0,52.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201442574,1.0,28.0,,35.0,2.0,50,7,4.0,,12,0,0,,,1
201442574,2.0,28.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442575,1.0,44.0,0.0,35.0,2.0,18,0,4.0,,12,0,0,,,1
201442575,2.0,39.0,0.0,35.0,2.0,7,0,4.0,,12,0,0,,,2
201442575,2.0,76.0,0.0,35.0,2.0,23,0,4.0,,12,0,0,,,3
201442577,1.0,36.0,,45.0,2.0,50,0,4.0,,12,0,0,,,1
201442577,2.0,35.0,,45.0,2.0,18,0,4.0,,12,0,0,,,2
201442578,2.0,38.0,,35.0,2.0,23,4,4.0,,12,0,0,,,1
201442578,2.0,29.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442578,2.0,29.0,,35.0,2.0,18,0,4.0,,12,0,0,,,3
201442579,1.0,58.0,0.0,60.0,2.0,16,4,4.0,,4,0,0,,,1
201442580,1.0,22.0,,50.0,2.0,8,0,4.0,,12,0,0,,,1
201442580,2.0,24.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201442581,2.0,42.0,,30.0,2.0,23,0,4.0,,12,0,0,,,1
201442581,1.0,51.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201442582,1.0,26.0,,30.0,2.0,23,7,4.0,,12,0,0,,,1
201442582,1.0,24.0,,30.0,2.0,18,0,4.0,,12,0,0,,,2
201442583,2.0,25.0,,25.0,2.0,17,0,9.0,,12,0,0,,,1
201442583,2.0,49.0,,25.0,2.0,18,0,4.0,,12,0,0,,,2
201442584,1.0,25.0,,40.0,2.0,23,50,4.0,,12,0,0,,,1
201442584,1.0,36.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442585,1.0,26.0,,35.0,2.0,23,5,4.0,,12,0,0,,,1
201442585,1.0,63.0,,50.0,2.0,18,0,4.0,,12,0,0,,,2
201442586,2.0,22.0,,70.0,1.0,18,0,4.0,,12,0,0,,,1
201442587,1.0,49.0,,25.0,1.0,18,0,4.0,,12,0,0,,,1
201442587,,,,,,0,0,,,0,0,0,,,2
201442588,1.0,61.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201442588,,,,,,0,0,,,0,0,0,,,2
201442589,2.0,38.0,0.0,35.0,2.0,23,0,4.0,,12,0,0,,,1
201442590,2.0,40.0,,,2.0,18,0,4.0,,12,0,0,,,1
201442590,,,,,,0,0,,,0,0,0,,,2
201442590,,,,,,0,0,,,0,0,0,,,3
201442591,1.0,29.0,,70.0,2.0,17,0,4.0,,12,0,0,,,1
201442593,2.0,17.0,,25.0,,20,0,4.0,,12,0,0,,,1
201442593,1.0,65.0,,25.0,,52,0,4.0,,12,0,0,,,2
201442594,1.0,55.0,,70.0,2.0,17,0,4.0,,12,0,0,,,1
201442594,,,,,,0,0,,,0,0,0,,,2
201442595,1.0,51.0,,,2.0,23,0,4.0,,12,0,0,,,1
201442595,2.0,46.0,,,2.0,18,0,4.0,,12,0,0,,,2
201442595,2.0,64.0,,,2.0,18,0,4.0,,12,0,0,,,3
201442596,2.0,42.0,,60.0,2.0,16,0,4.0,,11,0,0,,,1
201442597,1.0,24.0,,,2.0,16,0,4.0,,11,0,0,,,1
201442598,,,,25.0,2.0,51,0,9.0,,0,0,0,,,1
201442598,2.0,45.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442600,1.0,27.0,,55.0,2.0,18,0,4.0,,12,0,0,,,1
201442600,1.0,42.0,,55.0,2.0,18,0,4.0,,12,0,0,,,2
201442601,1.0,70.0,,35.0,2.0,4,0,4.0,,12,0,0,,,1
201442601,2.0,40.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442602,2.0,38.0,,60.0,2.0,18,0,4.0,,12,0,0,,,1
201442602,,,,,,0,0,,,0,0,0,,,2
201442603,1.0,24.0,,35.0,2.0,23,7,4.0,,12,0,0,,,1
201442603,1.0,39.0,,35.0,2.0,18,0,4.0,,12,0,0,,,2
201442604,1.0,43.0,,40.0,2.0,23,0,4.0,,12,0,0,,,1
201442604,,54.0,,40.0,2.0,18,0,4.0,,12,0,0,,,2
201442605,1.0,32.0,,40.0,2.0,52,0,4.0,,12,0,0,,,1
201442606,1.0,35.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201442606,,,,,,0,0,,,0,0,0,,,2
201442607,1.0,22.0,,60.0,2.0,4,7,4.0,,12,0,0,,,1
201442607,1.0,65.0,,60.0,2.0,52,0,4.0,,12,0,0,,,2
201442608,1.0,34.0,,60.0,2.0,23,7,4.0,,12,0,0,,,1
201442608,2.0,42.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442609,1.0,45.0,,60.0,2.0,23,0,4.0,,12,0,0,,,1
201442609,1.0,30.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442610,1.0,42.0,,60.0,2.0,23,5,4.0,,12,0,0,,,1
201442610,1.0,28.0,,60.0,2.0,18,0,4.0,,12,0,0,,,2
201442612,,,,60.0,2.0,17,0,9.0,,12,0,0,,,1
