LSHL_TYP,MED_TYPE,RD_LIGHT,RSHL_TYP,RURURB,SURF_TYP,EW_IND,COUNTY,FUNC_CLS,RTE_NBR,CITY,ROAD_INV,SPD_LIMT,BEGMP,ENDMP,ACSEQ_NB,LSHLDWID,MEDWID,NO_LANES,RSHLDWID,lanewid,rdwy_wid,AADT,mvmt
W,O,,W,R,P,W,31.0,42.0,2,,002,55.0,1.82,2.16,0,0,50,4,0,17,68,74596.0,9.26
W,O,Y,W,R,P,W,31.0,42.0,2,,002,55.0,2.16,2.22,0,0,50,4,0,17,68,74775.0,1.6400000000000003
W,O,Y,W,R,P,W,31.0,42.0,2,,002,55.0,2.22,2.2800000000000002,0,0,50,4,0,24,95,74775.0,1.6400000000000003
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.2800000000000002,2.34,0,0,50,4,0,24,95,74775.0,1.6400000000000003
W,O,Y,W,U,P,W,31.0,52.0,2,,002,55.0,2.34,2.35,0,0,50,4,0,24,95,74775.0,0.27
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.35,2.43,0,0,50,4,0,17,68,74775.0,2.18
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.43,2.44,0,0,50,4,0,17,68,74775.0,0.27
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.44,2.45,0,0,50,3,0,23,68,74775.0,0.27
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.45,2.47,0,0,50,3,0,23,68,74775.0,0.55
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.47,2.54,0,0,75,3,0,23,68,74775.0,1.91
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.54,2.57,0,0,75,3,0,23,68,74775.0,0.8200000000000002
W,O,,W,U,P,W,31.0,52.0,2,,002,55.0,2.57,2.58,0,0,100,3,0,23,68,74775.0,0.27
W,S,,W,U,P,W,31.0,52.0,2,,002,55.0,2.58,2.61,0,0,100,3,0,17,52,28503.0,0.31
W,S,,W,U,P,W,31.0,52.0,2,,002,55.0,2.61,2.64,0,0,138,3,0,17,52,28503.0,0.31
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.64,2.75,0,4,138,3,10,13,38,28503.0,1.1400000000000001
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,2.75,2.77,0,4,138,3,10,13,38,28503.0,0.21
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.77,2.84,0,4,138,4,10,12,48,28503.0,0.73
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,2.84,2.88,0,4,138,4,10,12,48,28503.0,0.42
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,2.88,2.89,0,4,138,4,10,12,48,31959.0,0.12
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.89,2.9,0,10,134,4,10,12,48,31959.0,0.12
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,2.9,3.0,0,10,134,4,10,12,48,31959.0,1.17
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.0,3.4,0,10,134,4,10,12,48,31959.0,4.67
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,3.4,3.55,0,10,134,4,10,12,48,31959.0,1.75
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.55,3.62,0,4,90,4,10,12,48,31959.0,0.8200000000000002
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.62,3.67,0,4,90,4,10,12,48,31959.0,0.58
A,S,Y,A,U,A,W,31.0,52.0,2,,002,55.0,3.67,3.79,0,4,90,4,10,12,48,31959.0,1.4000000000000001
A,S,,A,U,A,W,31.0,52.0,2,,002,55.0,3.79,3.96,0,4,90,4,8,12,48,31959.0,1.98
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,3.96,3.98,0,8,0,3,8,12,36,31959.0,0.23000000000000004
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,3.98,3.9900000000000007,0,8,0,3,8,12,36,31959.0,0.12
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,3.9900000000000007,4.5,0,8,0,3,8,12,36,31959.0,5.95
W,,Y,W,U,P,W,31.0,52.0,2,,002,55.0,4.5,4.530000000000001,0,0,0,3,0,17,52,24317.0,0.27
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,4.530000000000001,4.8,0,8,0,3,8,12,36,24317.0,2.4
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,4.8,4.88,0,6,0,4,6,12,48,24317.0,0.71
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,4.88,4.93,0,6,0,4,6,12,48,24317.0,0.44
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,4.93,5.1000000000000005,0,6,0,4,6,12,48,24317.0,1.51
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.1000000000000005,5.13,0,6,0,4,6,12,48,24317.0,0.27
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.13,5.15,0,6,0,4,6,12,48,24317.0,0.18
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.15,5.17,0,6,0,3,8,12,36,24317.0,0.18
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.17,5.27,0,6,0,3,8,12,36,15662.0,0.5700000000000001
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.27,5.41,0,6,0,3,8,12,36,15662.0,0.8
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,5.41,5.48,0,6,0,3,8,12,36,15662.0,0.4
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,5.48,5.97,0,6,0,3,8,12,36,21275.0,3.81
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,5.97,6.5,0,8,0,2,8,12,24,21275.0,4.12
W,,,W,U,A,W,31.0,52.0,2,,002,55.0,6.5,6.58,0,0,0,2,0,19,38,21275.0,0.62
W,,,W,U,A,W,31.0,52.0,2,,002,55.0,6.58,6.66,0,0,0,2,0,19,38,21275.0,0.62
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,6.66,6.810000000000001,0,8,0,2,8,12,24,21275.0,1.16
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,6.810000000000001,7.95,0,8,0,2,8,12,24,21275.0,8.85
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,7.95,8.03,0,8,0,2,8,12,24,21275.0,0.62
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,8.03,8.09,0,8,0,2,8,12,24,21275.0,0.47
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,8.09,8.24,0,8,0,2,8,12,24,21275.0,1.16
A,,,A,U,A,W,31.0,52.0,2,,002,55.0,8.24,8.310000000000002,0,8,0,2,8,12,24,21275.0,0.54
A,,Y,A,U,A,W,31.0,52.0,2,,002,55.0,8.310000000000002,8.65,0,8,0,2,8,12,24,17876.0,2.22
A,,,A,R,A,W,31.0,42.0,2,,002,55.0,8.65,8.92,0,8,0,2,8,12,24,17876.0,1.76
A,,Y,A,R,A,W,31.0,42.0,2,,002,55.0,8.92,8.93,0,8,0,2,8,12,24,17876.0,0.07000000000000002
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,8.93,9.15,0,8,0,2,8,12,24,25868.0,2.08
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,9.15,9.42,0,8,0,2,8,12,24,25868.0,2.5500000000000003
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,9.42,10.08,0,8,0,2,8,12,24,25868.0,6.23
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.08,10.09,0,8,0,2,8,12,24,25868.0,0.09
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.09,10.16,0,8,0,2,8,12,24,25868.0,0.66
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,10.16,10.43,0,8,0,2,8,12,24,24615.0,2.43
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.43,10.47,0,8,0,2,8,12,24,24615.0,0.36
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.47,10.53,0,8,0,2,8,12,24,24615.0,0.54
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.53,10.6,0,8,0,2,8,12,24,24615.0,0.63
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,10.6,10.63,0,8,0,2,8,12,24,24615.0,0.27
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,10.63,10.65,0,8,0,2,8,12,24,24615.0,0.18
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,10.65,11.49,0,8,0,2,8,12,24,24615.0,7.55
C,,,C,R,A,W,31.0,43.0,2,,002,55.0,11.49,11.5,0,0,0,2,0,19,37,24615.0,0.09
C,,,C,R,A,W,31.0,43.0,2,,002,55.0,11.5,11.51,0,0,0,2,0,19,37,24615.0,0.09
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,11.51,11.76,0,8,0,2,8,12,24,24615.0,2.25
C,,,C,R,A,W,31.0,43.0,2,,002,55.0,11.76,11.78,0,0,0,2,0,19,37,24615.0,0.18
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,11.78,12.55,0,8,0,2,8,12,24,24615.0,6.92
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,12.55,12.78,0,8,0,2,8,12,24,24615.0,2.07
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,12.78,12.960000000000003,0,8,0,2,8,12,24,24615.0,1.6200000000000003
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,12.960000000000003,13.03,0,8,0,2,8,12,24,24615.0,0.63
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.03,13.05,0,8,0,2,8,12,24,24615.0,0.18
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.05,13.32,0,8,0,2,8,12,24,24615.0,2.43
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.32,13.55,0,8,0,2,8,12,24,24615.0,2.07
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.55,13.67,0,8,0,2,7,12,24,24615.0,1.08
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.67,13.69,0,8,0,2,7,12,24,24615.0,0.18
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,13.69,13.870000000000003,0,8,0,2,7,12,24,24615.0,1.6200000000000003
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,13.870000000000003,13.94,0,8,0,3,7,12,36,23257.0,0.5899999999999999
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.94,13.95,0,8,0,3,7,12,36,23257.0,0.08
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.95,13.970000000000002,0,9,0,3,7,12,36,27337.0,0.2
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,13.970000000000002,14.210000000000003,0,9,0,3,7,12,36,27337.0,2.3900000000000006
C,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.210000000000003,14.25,0,0,0,3,7,17,52,27337.0,0.4
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.25,14.35,0,0,0,4,7,13,52,27337.0,1.0
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.35,14.36,0,0,0,4,6,13,52,27337.0,0.1
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.36,14.45,0,0,0,4,6,13,52,27337.0,0.9
C,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.45,14.460000000000004,0,0,0,5,6,12,60,27337.0,0.1
C,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,14.460000000000004,14.52,0,0,0,5,6,12,60,27337.0,0.6
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.52,14.56,0,0,0,5,0,14,72,27337.0,0.4
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.56,14.6,0,0,0,6,0,16,96,40302.0,0.5899999999999999
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.6,14.61,0,0,0,6,0,16,96,40302.0,0.15
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.61,14.63,0,0,0,5,0,19,96,40302.0,0.29
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.63,14.65,0,0,0,5,0,19,96,40302.0,0.29
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.65,14.68,0,0,0,5,0,14,72,40302.0,0.44
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.68,14.720000000000004,0,0,0,5,0,14,72,40302.0,0.5899999999999999
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.720000000000004,14.84,0,0,0,5,0,14,72,40302.0,1.77
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.84,14.870000000000005,0,0,0,5,0,14,72,40302.0,0.44
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.870000000000005,14.9,0,0,0,5,0,14,72,40302.0,0.44
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.9,14.92,0,0,0,5,0,14,72,40302.0,0.29
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.92,14.95,0,0,0,4,0,14,56,40302.0,0.44
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.95,14.98,0,0,0,4,0,14,56,33474.0,0.37
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,14.98,15.0,0,0,0,4,0,14,56,33474.0,0.24
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.0,15.01,0,0,0,4,0,14,56,33474.0,0.12
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.01,15.02,0,0,0,4,0,14,56,33474.0,0.12
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.02,15.05,0,0,0,4,0,14,56,29721.0,0.33
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.05,15.08,0,0,0,4,0,14,56,29721.0,0.33
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.08,15.11,0,0,0,4,0,14,56,29721.0,0.33
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.11,15.18,0,0,0,4,0,14,56,29721.0,0.76
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.18,15.23,0,0,0,4,0,14,56,29721.0,0.54
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.23,15.29,0,0,0,4,0,14,56,22051.0,0.48
C,,Y,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.29,15.3,0,0,0,4,0,14,56,22051.0,0.08
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.3,15.32,0,10,0,4,10,11,44,22051.0,0.16
A,,Y,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.32,15.35,0,10,0,4,10,11,44,18458.0,0.2
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.35,15.38,0,8,0,2,8,11,22,18458.0,0.2
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.38,15.45,0,8,0,2,8,11,22,18458.0,0.47
C,,,C,U,A,W,31.0,53.0,2,790.0,002,55.0,15.45,15.48,0,0,0,2,0,13,26,18458.0,0.2
A,,,A,U,A,W,31.0,53.0,2,790.0,002,55.0,15.48,15.720000000000004,0,8,0,2,8,11,22,18458.0,1.6200000000000003
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,15.720000000000004,15.85,0,8,0,2,8,11,22,18458.0,0.88
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,15.85,16.2,0,8,0,2,8,11,22,18458.0,2.3599999999999994
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,16.2,16.57,0,8,0,2,8,11,22,18458.0,2.49
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,16.57,17.06,0,8,0,2,8,11,22,18458.0,3.3
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,17.06,17.97,0,8,0,2,8,11,22,18043.0,5.99
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,17.97,17.98,0,8,0,2,8,11,22,18043.0,0.07000000000000002
A,,N,A,R,A,W,31.0,43.0,2,,002,55.0,17.98,18.08,0,8,0,2,8,11,22,18043.0,0.66
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,18.08,18.170000000000005,0,4,0,2,6,11,22,18043.0,0.5899999999999999
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,18.170000000000005,18.36,0,4,0,2,6,11,22,18043.0,1.25
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,18.36,18.45,0,4,0,2,6,11,22,18043.0,0.5899999999999999
A,,,A,R,A,W,31.0,43.0,2,,002,55.0,18.45,18.75,0,8,0,2,8,11,22,18043.0,1.98
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,18.75,20.2,0,8,0,2,8,11,22,18043.0,9.55
A,,N,A,R,A,W,31.0,43.0,2,,002,55.0,20.2,21.47,0,8,0,2,8,11,22,18043.0,8.36
A,,Y,A,R,A,W,31.0,43.0,2,,002,55.0,21.47,21.490000000000006,0,8,0,2,8,11,22,18043.0,0.13
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.490000000000006,21.5,0,8,0,2,8,11,22,18043.0,0.07000000000000002
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.5,21.57,0,8,0,2,8,11,22,18043.0,0.4600000000000001
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.57,21.62,0,8,0,2,10,11,22,18043.0,0.33
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.62,21.650000000000006,0,8,0,2,10,11,22,18043.0,0.2
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.650000000000006,21.97,0,8,0,2,10,11,22,19508.0,2.2800000000000002
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,21.97,22.0,0,8,0,2,8,11,22,19508.0,0.21
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.0,22.07,0,8,0,2,8,11,22,19508.0,0.5
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.07,22.12,0,8,0,2,8,11,22,19508.0,0.36
C,,,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.12,22.23,0,0,0,2,0,12,24,19508.0,0.78
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.23,22.33,0,8,0,2,8,11,22,19508.0,0.71
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.33,22.37,0,3,0,2,8,11,22,19508.0,0.28
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.37,22.38,0,3,0,2,8,11,22,19508.0,0.07000000000000002
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.38,22.45,0,3,0,2,8,11,22,17071.0,0.44
C,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.45,22.51,0,0,0,2,8,20,40,17071.0,0.37
C,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.51,22.54,0,0,0,2,10,15,29,17071.0,0.19
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.54,22.58,0,3,0,2,10,11,22,17071.0,0.25
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.58,22.82,0,8,0,2,10,11,22,17071.0,1.5
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.82,22.85,0,8,0,2,10,11,22,17071.0,0.19
C,,Y,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.85,22.88,0,0,0,2,0,20,40,17071.0,0.19
C,,,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.88,22.95,0,0,0,2,0,20,40,17071.0,0.44
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.95,22.990000000000006,0,8,0,2,5,12,24,17071.0,0.25
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,22.990000000000006,23.01,0,8,0,2,5,12,24,17071.0,0.12
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.01,23.07,0,8,0,2,4,12,24,17071.0,0.37
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.07,23.09,0,8,0,2,8,12,24,17071.0,0.12
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.09,23.14,0,8,0,2,8,12,24,17071.0,0.31
A,,N,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.14,23.150000000000006,0,8,0,2,8,12,24,17071.0,0.06
C,,,C,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.150000000000006,23.17,0,0,0,2,0,13,26,17071.0,0.12
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.17,23.19,0,8,0,2,8,11,22,17071.0,0.12
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.19,23.2,0,8,0,2,8,11,22,17071.0,0.06
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.2,23.22,0,8,0,2,8,12,24,17071.0,0.12
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.22,23.31,0,8,0,2,8,12,24,17071.0,0.56
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.31,23.56,0,8,0,2,8,12,24,13595.0,1.24
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.56,23.63,0,8,0,2,8,12,24,13595.0,0.3500000000000001
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.63,23.79,0,7,0,3,6,11,33,13595.0,0.79
A,,N,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,23.79,24.12,0,7,0,3,6,11,33,13595.0,1.6400000000000003
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.12,24.26,0,7,0,2,6,11,22,13595.0,0.69
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.26,24.28,0,7,0,2,6,11,22,12715.0,0.09
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.28,24.3,0,7,0,2,6,11,22,12715.0,0.09
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.3,24.31,0,7,0,2,8,11,22,12715.0,0.05
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.31,24.32,0,7,0,2,8,11,22,12715.0,0.05
A,,Y,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.32,24.37,0,7,0,2,8,11,22,12715.0,0.23000000000000004
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.37,24.39,0,8,0,2,8,11,22,12715.0,0.09
A,,,A,U,A,W,31.0,53.0,2,1255.0,002,55.0,24.39,24.52,0,8,0,2,8,11,22,12715.0,0.6
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,24.52,24.68,0,8,0,2,8,11,22,12715.0,0.74
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,24.68,24.81,0,8,0,2,8,11,22,12715.0,0.6
A,,,A,U,A,W,31.0,53.0,2,,002,55.0,24.81,25.28,0,8,0,2,8,11,22,12715.0,2.18
A,,N,A,U,A,W,31.0,53.0,2,,002,55.0,25.28,25.31,0,8,0,2,8,11,22,12715.0,0.14
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.31,25.62,0,8,0,2,8,11,22,12715.0,1.44
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.62,25.63,0,8,0,2,8,11,22,12715.0,0.05
A,,Y,A,U,A,W,31.0,53.0,2,,002,55.0,25.63,25.79,0,8,0,2,8,11,22,12715.0,0.74
